batch,DSB2_loci,time_point,replicate,alignment_name,cis_trans,DSB,combo,repeat,allele,count
6,chr4,0,1,CIS_DSB1_NO_REPEAT_DSB2_COMMON,CIS,DSB1,A_to_B,SSA,COMMON,8
6,chr4,0,1,CIS_DSB1_NO_REPEAT_DSB2_NO_CUT,CIS,DSB1,A_to_B,SSA,NO_CUT,2
6,chr4,0,1,CIS_DSB1_NO_REPEAT_NO_CUT,CIS,DSB1,A_to_B,SSA,NO_CUT,15117
6,chr4,0,1,CIS_DSB2_FULL_COMMON,CIS,DSB2,C_to_D,INTACT,COMMON,1715641
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRIII_L02,CIS,DSB2,C_to_D,INTACT,CHRIII_L02,213
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRIII_L03,CIS,DSB2,C_to_D,INTACT,CHRIII_L03,96
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRIII_L04,CIS,DSB2,C_to_D,INTACT,CHRIII_L04,348
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRIV_L01,CIS,DSB2,C_to_D,INTACT,CHRIV_L01,61
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRIV_L03,CIS,DSB2,C_to_D,INTACT,CHRIV_L03,407
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRIV_L06_2,CIS,DSB2,C_to_D,INTACT,CHRIV_L06_2,34
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRIV_L10_2,CIS,DSB2,C_to_D,INTACT,CHRIV_L10_2,184
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRIV_L12_2,CIS,DSB2,C_to_D,INTACT,CHRIV_L12_2,186
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRIV_L13,CIS,DSB2,C_to_D,INTACT,CHRIV_L13,73
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRIV_L15_2,CIS,DSB2,C_to_D,INTACT,CHRIV_L15_2,295
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRVII_990K,CIS,DSB2,C_to_D,INTACT,CHRVII_990K,48
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRVII_L03,CIS,DSB2,C_to_D,INTACT,CHRVII_L03,764
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRVII_L06,CIS,DSB2,C_to_D,INTACT,CHRVII_L06,19
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRVII_L09,CIS,DSB2,C_to_D,INTACT,CHRVII_L09,230
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRXII_L01,CIS,DSB2,C_to_D,INTACT,CHRXII_L01,1201
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRXII_L05,CIS,DSB2,C_to_D,INTACT,CHRXII_L05,47
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRXII_L07,CIS,DSB2,C_to_D,INTACT,CHRXII_L07,121
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRXII_L12,CIS,DSB2,C_to_D,INTACT,CHRXII_L12,119
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRXV_L01,CIS,DSB2,C_to_D,INTACT,CHRXV_L01,67
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRXV_L04,CIS,DSB2,C_to_D,INTACT,CHRXV_L04,113
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRXV_L15,CIS,DSB2,C_to_D,INTACT,CHRXV_L15,234
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRXV_L17_2,CIS,DSB2,C_to_D,INTACT,CHRXV_L17_2,43
6,chr4,0,1,CIS_DSB2_FULL_DSB1_CHRXV_L18_1PERCENT_CONTROL,CIS,DSB2,C_to_D,INTACT,CHRXV_L18_1PERCENT_CONTROL,33
6,chr4,0,1,CIS_DSB2_FULL_DSB1_NO_CUT,CIS,DSB2,C_to_D,INTACT,NO_CUT,176
6,chr4,0,1,CIS_DSB2_FULL_NO_CUT,CIS,DSB2,C_to_D,INTACT,NO_CUT,21082
6,chr4,0,1,CIS_DSB2_NO_REPEAT_COMMON,CIS,DSB2,C_to_D,SSA,COMMON,24871
6,chr4,0,1,CIS_DSB2_NO_REPEAT_DSB1_CHRIII_L02,CIS,DSB2,C_to_D,SSA,CHRIII_L02,5
6,chr4,0,1,CIS_DSB2_NO_REPEAT_DSB1_CHRIII_L04,CIS,DSB2,C_to_D,SSA,CHRIII_L04,3
6,chr4,0,1,CIS_DSB2_NO_REPEAT_DSB1_CHRIV_L03,CIS,DSB2,C_to_D,SSA,CHRIV_L03,3
6,chr4,0,1,CIS_DSB2_NO_REPEAT_DSB1_CHRIV_L10_2,CIS,DSB2,C_to_D,SSA,CHRIV_L10_2,2
6,chr4,0,1,CIS_DSB2_NO_REPEAT_DSB1_CHRIV_L12_2,CIS,DSB2,C_to_D,SSA,CHRIV_L12_2,2
6,chr4,0,1,CIS_DSB2_NO_REPEAT_DSB1_CHRIV_L15_2,CIS,DSB2,C_to_D,SSA,CHRIV_L15_2,7
6,chr4,0,1,CIS_DSB2_NO_REPEAT_DSB1_CHRVII_990K,CIS,DSB2,C_to_D,SSA,CHRVII_990K,2
6,chr4,0,1,CIS_DSB2_NO_REPEAT_DSB1_CHRVII_L03,CIS,DSB2,C_to_D,SSA,CHRVII_L03,7
6,chr4,0,1,CIS_DSB2_NO_REPEAT_DSB1_CHRVII_L06,CIS,DSB2,C_to_D,SSA,CHRVII_L06,1
6,chr4,0,1,CIS_DSB2_NO_REPEAT_DSB1_CHRVII_L09,CIS,DSB2,C_to_D,SSA,CHRVII_L09,6
6,chr4,0,1,CIS_DSB2_NO_REPEAT_DSB1_CHRXII_L01,CIS,DSB2,C_to_D,SSA,CHRXII_L01,11
6,chr4,0,1,CIS_DSB2_NO_REPEAT_DSB1_CHRXII_L07,CIS,DSB2,C_to_D,SSA,CHRXII_L07,1
6,chr4,0,1,CIS_DSB2_NO_REPEAT_DSB1_CHRXII_L12,CIS,DSB2,C_to_D,SSA,CHRXII_L12,1
6,chr4,0,1,CIS_DSB2_NO_REPEAT_DSB1_CHRXV_L04,CIS,DSB2,C_to_D,SSA,CHRXV_L04,2
6,chr4,0,1,CIS_DSB2_NO_REPEAT_DSB1_CHRXV_L15,CIS,DSB2,C_to_D,SSA,CHRXV_L15,2
6,chr4,0,1,CIS_DSB2_NO_REPEAT_DSB1_NO_CUT,CIS,DSB2,C_to_D,SSA,NO_CUT,3
6,chr4,0,1,CIS_DSB2_NO_REPEAT_NO_CUT,CIS,DSB2,C_to_D,SSA,NO_CUT,10874
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIII_L02,TRANS,TRANS,A_to_D,INTACT,CHRIII_L02,124
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIII_L03,TRANS,TRANS,A_to_D,INTACT,CHRIII_L03,35
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIII_L04,TRANS,TRANS,A_to_D,INTACT,CHRIII_L04,512
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIV_L01,TRANS,TRANS,A_to_D,INTACT,CHRIV_L01,152
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIV_L03,TRANS,TRANS,A_to_D,INTACT,CHRIV_L03,161
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIV_L06_2,TRANS,TRANS,A_to_D,INTACT,CHRIV_L06_2,105
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIV_L10_2,TRANS,TRANS,A_to_D,INTACT,CHRIV_L10_2,199
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIV_L12_2,TRANS,TRANS,A_to_D,INTACT,CHRIV_L12_2,157
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIV_L13,TRANS,TRANS,A_to_D,INTACT,CHRIV_L13,96
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIV_L15_2,TRANS,TRANS,A_to_D,INTACT,CHRIV_L15_2,175
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRVII_990K,TRANS,TRANS,A_to_D,INTACT,CHRVII_990K,88
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRVII_L03,TRANS,TRANS,A_to_D,INTACT,CHRVII_L03,96
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRVII_L06,TRANS,TRANS,A_to_D,INTACT,CHRVII_L06,211
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRVII_L09,TRANS,TRANS,A_to_D,INTACT,CHRVII_L09,138
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRXII_L01,TRANS,TRANS,A_to_D,INTACT,CHRXII_L01,69
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRXII_L05,TRANS,TRANS,A_to_D,INTACT,CHRXII_L05,188
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRXII_L07,TRANS,TRANS,A_to_D,INTACT,CHRXII_L07,193
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRXII_L12,TRANS,TRANS,A_to_D,INTACT,CHRXII_L12,184
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRXV_L01,TRANS,TRANS,A_to_D,INTACT,CHRXV_L01,170
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRXV_L15,TRANS,TRANS,A_to_D,INTACT,CHRXV_L15,99
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRXV_L17_2,TRANS,TRANS,A_to_D,INTACT,CHRXV_L17_2,245
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRXV_L18_1PERCENT_CONTROL,TRANS,TRANS,A_to_D,INTACT,CHRXV_L18_1PERCENT_CONTROL,31
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB1_NO_CUT,TRANS,TRANS,A_to_D,INTACT,NO_CUT,418
6,chr4,0,1,TRANS_DSB1A_DSB2D_FULL_DSB2_COMMON,TRANS,TRANS,A_to_D,INTACT,COMMON,2
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIII_L02,TRANS,TRANS,A_to_D,SSA,CHRIII_L02,14
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIII_L03,TRANS,TRANS,A_to_D,SSA,CHRIII_L03,3
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIII_L04,TRANS,TRANS,A_to_D,SSA,CHRIII_L04,69
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIV_L01,TRANS,TRANS,A_to_D,SSA,CHRIV_L01,31
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIV_L03,TRANS,TRANS,A_to_D,SSA,CHRIV_L03,34
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIV_L06_2,TRANS,TRANS,A_to_D,SSA,CHRIV_L06_2,18
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIV_L10_2,TRANS,TRANS,A_to_D,SSA,CHRIV_L10_2,50
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIV_L12_2,TRANS,TRANS,A_to_D,SSA,CHRIV_L12_2,32
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIV_L13,TRANS,TRANS,A_to_D,SSA,CHRIV_L13,20
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIV_L15_2,TRANS,TRANS,A_to_D,SSA,CHRIV_L15_2,22
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRVII_990K,TRANS,TRANS,A_to_D,SSA,CHRVII_990K,19
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRVII_L03,TRANS,TRANS,A_to_D,SSA,CHRVII_L03,17
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRVII_L06,TRANS,TRANS,A_to_D,SSA,CHRVII_L06,44
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRVII_L09,TRANS,TRANS,A_to_D,SSA,CHRVII_L09,22
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRXII_L01,TRANS,TRANS,A_to_D,SSA,CHRXII_L01,17
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRXII_L05,TRANS,TRANS,A_to_D,SSA,CHRXII_L05,18
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRXII_L07,TRANS,TRANS,A_to_D,SSA,CHRXII_L07,33
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRXII_L12,TRANS,TRANS,A_to_D,SSA,CHRXII_L12,36
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRXV_L01,TRANS,TRANS,A_to_D,SSA,CHRXV_L01,29
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRXV_L15,TRANS,TRANS,A_to_D,SSA,CHRXV_L15,16
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRXV_L17_2,TRANS,TRANS,A_to_D,SSA,CHRXV_L17_2,65
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRXV_L18_1PERCENT_CONTROL,TRANS,TRANS,A_to_D,SSA,CHRXV_L18_1PERCENT_CONTROL,9
6,chr4,0,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_NO_CUT,TRANS,TRANS,A_to_D,SSA,NO_CUT,122
6,chr4,0,1,TRANS_DSB2C_DSB1B_FULL_DSB1_CHRIII_L02,TRANS,TRANS,C_to_B,INTACT,CHRIII_L02,3
6,chr4,0,1,TRANS_DSB2C_DSB1B_FULL_DSB1_CHRIV_L03,TRANS,TRANS,C_to_B,INTACT,CHRIV_L03,1
6,chr4,0,1,TRANS_DSB2C_DSB1B_FULL_DSB1_CHRIV_L12_2,TRANS,TRANS,C_to_B,INTACT,CHRIV_L12_2,1
6,chr4,0,1,TRANS_DSB2C_DSB1B_FULL_DSB1_CHRIV_L15_2,TRANS,TRANS,C_to_B,INTACT,CHRIV_L15_2,8
6,chr4,0,1,TRANS_DSB2C_DSB1B_FULL_DSB1_CHRXII_L01,TRANS,TRANS,C_to_B,INTACT,CHRXII_L01,1
6,chr4,0,1,TRANS_DSB2C_DSB1B_FULL_DSB1_NO_CUT,TRANS,TRANS,C_to_B,INTACT,NO_CUT,1
6,chr4,0,1,TRANS_DSB2C_DSB1B_FULL_DSB2_COMMON,TRANS,TRANS,C_to_B,INTACT,COMMON,2045
6,chr4,0,1,TRANS_DSB2C_DSB1B_FULL_DSB2_NO_CUT,TRANS,TRANS,C_to_B,INTACT,NO_CUT,105
6,chr4,0,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB2_COMMON,TRANS,TRANS,C_to_B,SSA,COMMON,676
6,chr4,0,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB2_NO_CUT,TRANS,TRANS,C_to_B,SSA,NO_CUT,18
