batch,DSB2_loci,time_point,replicate,alignment_name,cis_trans,DSB,combo,repeat,allele,count
8,chr15,180,1,CIS_DSB2_NO_REPEAT_DSB1_CHRIV_L13,CIS,DSB2,C_to_D,SSA,CHRIV_L13,34
8,chr15,180,1,CIS_DSB2_NO_REPEAT_DSB1_CHRIV_L15_2,CIS,DSB2,C_to_D,SSA,CHRIV_L15_2,148
8,chr15,180,1,CIS_DSB2_NO_REPEAT_DSB1_CHRVII_990K,CIS,DSB2,C_to_D,SSA,CHRVII_990K,59
8,chr15,180,1,CIS_DSB2_NO_REPEAT_DSB1_CHRVII_L03,CIS,DSB2,C_to_D,SSA,CHRVII_L03,297
8,chr15,180,1,CIS_DSB2_NO_REPEAT_DSB1_CHRVII_L06,CIS,DSB2,C_to_D,SSA,CHRVII_L06,87
8,chr15,180,1,CIS_DSB2_NO_REPEAT_DSB1_CHRVII_L09,CIS,DSB2,C_to_D,SSA,CHRVII_L09,12
8,chr15,180,1,CIS_DSB2_NO_REPEAT_DSB1_CHRXII_L01,CIS,DSB2,C_to_D,SSA,CHRXII_L01,1
8,chr15,180,1,CIS_DSB2_NO_REPEAT_DSB1_CHRXII_L05,CIS,DSB2,C_to_D,SSA,CHRXII_L05,98
8,chr15,180,1,CIS_DSB2_NO_REPEAT_DSB1_CHRXII_L07,CIS,DSB2,C_to_D,SSA,CHRXII_L07,146
8,chr15,180,1,CIS_DSB2_NO_REPEAT_DSB1_CHRXII_L12,CIS,DSB2,C_to_D,SSA,CHRXII_L12,68
8,chr15,180,1,CIS_DSB2_NO_REPEAT_DSB1_CHRXV_L01,CIS,DSB2,C_to_D,SSA,CHRXV_L01,7
8,chr15,180,1,CIS_DSB2_NO_REPEAT_DSB1_CHRXV_L04,CIS,DSB2,C_to_D,SSA,CHRXV_L04,212
8,chr15,180,1,CIS_DSB2_NO_REPEAT_DSB1_CHRXV_L15,CIS,DSB2,C_to_D,SSA,CHRXV_L15,87
8,chr15,180,1,CIS_DSB2_NO_REPEAT_DSB1_CHRXV_L17_2,CIS,DSB2,C_to_D,SSA,CHRXV_L17_2,16
8,chr15,180,1,CIS_DSB2_NO_REPEAT_DSB1_CHRXV_L18_1PERCENT_CONTROL,CIS,DSB2,C_to_D,SSA,CHRXV_L18_1PERCENT_CONTROL,33
8,chr15,180,1,CIS_DSB2_NO_REPEAT_DSB1_NO_CUT,CIS,DSB2,C_to_D,SSA,NO_CUT,31
8,chr15,180,1,CIS_DSB2_NO_REPEAT_NO_CUT,CIS,DSB2,C_to_D,SSA,NO_CUT,34673
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIII_L02,TRANS,TRANS,A_to_D,INTACT,CHRIII_L02,396
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIII_L03,TRANS,TRANS,A_to_D,INTACT,CHRIII_L03,698
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIII_L04,TRANS,TRANS,A_to_D,INTACT,CHRIII_L04,1106
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIV_L01,TRANS,TRANS,A_to_D,INTACT,CHRIV_L01,946
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIV_L03,TRANS,TRANS,A_to_D,INTACT,CHRIV_L03,1529
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIV_L06_2,TRANS,TRANS,A_to_D,INTACT,CHRIV_L06_2,945
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIV_L10_2,TRANS,TRANS,A_to_D,INTACT,CHRIV_L10_2,709
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIV_L12_2,TRANS,TRANS,A_to_D,INTACT,CHRIV_L12_2,528
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIV_L13,TRANS,TRANS,A_to_D,INTACT,CHRIV_L13,697
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRIV_L15_2,TRANS,TRANS,A_to_D,INTACT,CHRIV_L15_2,689
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRVII_990K,TRANS,TRANS,A_to_D,INTACT,CHRVII_990K,579
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRVII_L03,TRANS,TRANS,A_to_D,INTACT,CHRVII_L03,443
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRVII_L06,TRANS,TRANS,A_to_D,INTACT,CHRVII_L06,1815
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRVII_L09,TRANS,TRANS,A_to_D,INTACT,CHRVII_L09,1691
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRXII_L01,TRANS,TRANS,A_to_D,INTACT,CHRXII_L01,582
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRXII_L05,TRANS,TRANS,A_to_D,INTACT,CHRXII_L05,495
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRXII_L07,TRANS,TRANS,A_to_D,INTACT,CHRXII_L07,506
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRXII_L12,TRANS,TRANS,A_to_D,INTACT,CHRXII_L12,2855
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRXV_L01,TRANS,TRANS,A_to_D,INTACT,CHRXV_L01,5302
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRXV_L04,TRANS,TRANS,A_to_D,INTACT,CHRXV_L04,3
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRXV_L15,TRANS,TRANS,A_to_D,INTACT,CHRXV_L15,412
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRXV_L17_2,TRANS,TRANS,A_to_D,INTACT,CHRXV_L17_2,947
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_CHRXV_L18_1PERCENT_CONTROL,TRANS,TRANS,A_to_D,INTACT,CHRXV_L18_1PERCENT_CONTROL,25
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB1_NO_CUT,TRANS,TRANS,A_to_D,INTACT,NO_CUT,363
8,chr15,180,1,TRANS_DSB1A_DSB2D_FULL_DSB2_COMMON,TRANS,TRANS,A_to_D,INTACT,COMMON,1
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIII_L02,TRANS,TRANS,A_to_D,SSA,CHRIII_L02,2267
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIII_L03,TRANS,TRANS,A_to_D,SSA,CHRIII_L03,3719
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIII_L04,TRANS,TRANS,A_to_D,SSA,CHRIII_L04,5291
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIV_L01,TRANS,TRANS,A_to_D,SSA,CHRIV_L01,6280
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIV_L03,TRANS,TRANS,A_to_D,SSA,CHRIV_L03,10287
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIV_L06_2,TRANS,TRANS,A_to_D,SSA,CHRIV_L06_2,6206
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIV_L10_2,TRANS,TRANS,A_to_D,SSA,CHRIV_L10_2,3808
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIV_L12_2,TRANS,TRANS,A_to_D,SSA,CHRIV_L12_2,2770
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIV_L13,TRANS,TRANS,A_to_D,SSA,CHRIV_L13,4615
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRIV_L15_2,TRANS,TRANS,A_to_D,SSA,CHRIV_L15_2,4400
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRVII_990K,TRANS,TRANS,A_to_D,SSA,CHRVII_990K,3384
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRVII_L03,TRANS,TRANS,A_to_D,SSA,CHRVII_L03,3042
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRVII_L06,TRANS,TRANS,A_to_D,SSA,CHRVII_L06,11216
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRVII_L09,TRANS,TRANS,A_to_D,SSA,CHRVII_L09,11176
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRXII_L01,TRANS,TRANS,A_to_D,SSA,CHRXII_L01,3554
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRXII_L05,TRANS,TRANS,A_to_D,SSA,CHRXII_L05,2934
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRXII_L07,TRANS,TRANS,A_to_D,SSA,CHRXII_L07,2263
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRXII_L12,TRANS,TRANS,A_to_D,SSA,CHRXII_L12,19413
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRXV_L01,TRANS,TRANS,A_to_D,SSA,CHRXV_L01,34978
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRXV_L04,TRANS,TRANS,A_to_D,SSA,CHRXV_L04,4
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRXV_L15,TRANS,TRANS,A_to_D,SSA,CHRXV_L15,2408
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRXV_L17_2,TRANS,TRANS,A_to_D,SSA,CHRXV_L17_2,5158
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_CHRXV_L18_1PERCENT_CONTROL,TRANS,TRANS,A_to_D,SSA,CHRXV_L18_1PERCENT_CONTROL,122
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB1_NO_CUT,TRANS,TRANS,A_to_D,SSA,NO_CUT,1278
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB2_COMMON,TRANS,TRANS,A_to_D,SSA,COMMON,11
8,chr15,180,1,TRANS_DSB1A_DSB2D_NO_REPEAT_DSB2_NO_CUT,TRANS,TRANS,A_to_D,SSA,NO_CUT,6
8,chr15,180,1,TRANS_DSB2C_DSB1B_FULL_DSB1_CHRIII_L02,TRANS,TRANS,C_to_B,INTACT,CHRIII_L02,4
8,chr15,180,1,TRANS_DSB2C_DSB1B_FULL_DSB1_CHRIII_L03,TRANS,TRANS,C_to_B,INTACT,CHRIII_L03,1
8,chr15,180,1,TRANS_DSB2C_DSB1B_FULL_DSB1_CHRIV_L12_2,TRANS,TRANS,C_to_B,INTACT,CHRIV_L12_2,1
8,chr15,180,1,TRANS_DSB2C_DSB1B_FULL_DSB1_CHRIV_L15_2,TRANS,TRANS,C_to_B,INTACT,CHRIV_L15_2,4
8,chr15,180,1,TRANS_DSB2C_DSB1B_FULL_DSB1_CHRVII_L03,TRANS,TRANS,C_to_B,INTACT,CHRVII_L03,1
8,chr15,180,1,TRANS_DSB2C_DSB1B_FULL_DSB2_COMMON,TRANS,TRANS,C_to_B,INTACT,COMMON,9081
8,chr15,180,1,TRANS_DSB2C_DSB1B_FULL_DSB2_NO_CUT,TRANS,TRANS,C_to_B,INTACT,NO_CUT,58
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_CHRIII_L02,TRANS,TRANS,C_to_B,SSA,CHRIII_L02,10
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_CHRIII_L03,TRANS,TRANS,C_to_B,SSA,CHRIII_L03,13
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_CHRIII_L04,TRANS,TRANS,C_to_B,SSA,CHRIII_L04,1
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_CHRIV_L03,TRANS,TRANS,C_to_B,SSA,CHRIV_L03,1
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_CHRIV_L06_2,TRANS,TRANS,C_to_B,SSA,CHRIV_L06_2,2
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_CHRIV_L10_2,TRANS,TRANS,C_to_B,SSA,CHRIV_L10_2,1
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_CHRIV_L12_2,TRANS,TRANS,C_to_B,SSA,CHRIV_L12_2,5
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_CHRIV_L13,TRANS,TRANS,C_to_B,SSA,CHRIV_L13,1
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_CHRIV_L15_2,TRANS,TRANS,C_to_B,SSA,CHRIV_L15_2,14
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_CHRVII_990K,TRANS,TRANS,C_to_B,SSA,CHRVII_990K,1
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_CHRVII_L03,TRANS,TRANS,C_to_B,SSA,CHRVII_L03,9
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_CHRVII_L06,TRANS,TRANS,C_to_B,SSA,CHRVII_L06,2
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_CHRXII_L05,TRANS,TRANS,C_to_B,SSA,CHRXII_L05,4
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_CHRXII_L07,TRANS,TRANS,C_to_B,SSA,CHRXII_L07,2
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_CHRXII_L12,TRANS,TRANS,C_to_B,SSA,CHRXII_L12,1
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_CHRXV_L04,TRANS,TRANS,C_to_B,SSA,CHRXV_L04,1
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_CHRXV_L17_2,TRANS,TRANS,C_to_B,SSA,CHRXV_L17_2,1
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_CHRXV_L18_1PERCENT_CONTROL,TRANS,TRANS,C_to_B,SSA,CHRXV_L18_1PERCENT_CONTROL,3
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB1_NO_CUT,TRANS,TRANS,C_to_B,SSA,NO_CUT,2
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB2_COMMON,TRANS,TRANS,C_to_B,SSA,COMMON,70029
8,chr15,180,1,TRANS_DSB2C_DSB1B_NO_REPEAT_DSB2_NO_CUT,TRANS,TRANS,C_to_B,SSA,NO_CUT,188
