DSB,repair_mode,chromosome,location,localization,locus_idx,rank_fallback,idx_use,chr_len,max_idx,pos_bp,seg_half,x_start,x_end
ALL,Unknown repair context,CHRXIII,chrXIII:720001-730000,0.4429745366920951,NA,1,1,924431,25,36977.24,13866.465,23110.774999999998,50843.705
ALL,Unknown repair context,CHRV,chrV:290001-300000,0.4409794698450964,NA,4,4,576874,19,121447.15789473684,8653.11,112794.04789473684,130100.26789473684
ALL,Unknown repair context,CHRIX,chrIX:320001-330000,0.4389844029980979,NA,1,1,439888,15,29325.866666666665,6598.32,22727.546666666665,35924.18666666666
ALL,Unknown repair context,CHRXIII,chrXIII:210001-220000,0.4369893361510993,NA,2,2,924431,25,73954.48,13866.465,60088.015,87820.94499999999
ALL,Unknown repair context,CHRII,chrII:70001-80000,0.43499426930410073,NA,3,3,813184,18,135530.66666666666,12197.76,123332.90666666666,147728.42666666667
ALL,Unknown repair context,CHRVII,chrVII:790001-800000,0.43299920245710216,NA,4,4,1090940,38,114835.7894736842,16364.099999999999,98471.68947368421,131199.8894736842
ALL,Unknown repair context,CHRVII,chrVII:700001-710000,0.4310041356101036,NA,5,5,1090940,38,143544.73684210525,16364.099999999999,127180.63684210525,159908.83684210526
ALL,Unknown repair context,CHRXIII,chrXIII:50001-60000,0.429009068763105,NA,3,3,924431,25,110931.72,13866.465,97065.255,124798.185
ALL,Unknown repair context,CHRII,chrII:50001-60000,0.42701400191610633,NA,4,4,813184,18,180707.55555555553,12197.76,168509.79555555552,192905.31555555554
ALL,Unknown repair context,CHRXV,chrXV:610001-620000,0.4250189350691078,NA,1,1,1091291,35,31179.742857142857,16369.365,14810.377857142857,47549.10785714286
ALL,Unknown repair context,CHRVIII,chrVIII:270001-280000,0.42302386822210924,NA,3,3,562643,13,129840.69230769231,8439.645,121401.04730769231,138280.3373076923
ALL,Unknown repair context,CHRVII,chrVII:840001-850000,0.4210288013751106,NA,6,6,1090940,38,172253.68421052632,16364.099999999999,155889.58421052631,188617.78421052633
ALL,Unknown repair context,CHRXIII,chrXIII:630001-640000,0.4190337345281121,NA,4,4,924431,25,147908.96,13866.465,134042.495,161775.425
ALL,Unknown repair context,CHRIV,chrIV:680001-690000,0.41703866768111353,NA,5,5,1531933,31,247085.96774193548,22978.995,224106.9727419355,270064.9627419355
ALL,Unknown repair context,CHRX,chrX:690001-700000,0.415043600834115,NA,1,1,745751,14,53267.928571428565,11186.265,42081.663571428566,64454.193571428565
ALL,Unknown repair context,CHRI,chrI:80001-90000,0.41304853398711633,NA,1,1,230218,8,28777.25,3453.27,25323.98,32230.52
ALL,Unknown repair context,CHRXI,chrXI:160001-170000,0.41105346714011776,NA,1,1,666816,13,51293.53846153846,10002.24,41291.29846153846,61295.77846153846
ALL,Unknown repair context,CHRVII,chrVII:770001-780000,0.4090584002931192,NA,7,7,1090940,38,200962.63157894736,16364.099999999999,184598.53157894735,217326.73157894737
ALL,Unknown repair context,CHRX,chrX:570001-580000,0.4070633334461206,NA,2,2,745751,14,106535.85714285713,11186.265,95349.59214285713,117722.12214285713
ALL,Unknown repair context,CHRXVI,chrXVI:470001-480000,0.40506826659912204,NA,1,1,948066,22,43093.909090909096,14220.99,28872.919090909098,57314.89909090909
ALL,Unknown repair context,CHRV,chrV:520001-530000,0.40307319975212347,NA,5,5,576874,19,151808.94736842104,8653.11,143155.83736842102,160462.05736842105
ALL,Unknown repair context,CHRIV,chrIV:140001-150000,0.39908306605812627,NA,6,6,1531933,31,296503.16129032255,22978.995,273524.16629032255,319482.15629032254
ALL,Unknown repair context,CHRX,chrX:150001-160000,0.39908306605812627,NA,3,3,745751,14,159803.7857142857,11186.265,148617.52071428573,170990.0507142857
ALL,Unknown repair context,CHRXII,chrXII:480001-490000,0.3970879992111277,NA,3,3,1078177,30,107817.70000000001,16172.654999999999,91645.04500000001,123990.35500000001
ALL,Unknown repair context,CHRXII,chrXII:740001-750000,0.3950929323641292,NA,4,4,1078177,30,143756.93333333332,16172.654999999999,127584.27833333332,159929.58833333332
ALL,Unknown repair context,CHRXII,chrXII:550001-560000,0.39309786551713055,NA,5,5,1078177,30,179696.16666666666,16172.654999999999,163523.51166666666,195868.82166666666
ALL,Unknown repair context,CHRXI,chrXI:50001-60000,0.391102798670132,NA,2,2,666816,13,102587.07692307692,10002.24,92584.83692307692,112589.31692307693
ALL,Unknown repair context,CHRVIII,chrVIII:220001-230000,0.38910773182313346,NA,4,4,562643,13,173120.9230769231,8439.645,164681.2780769231,181560.56807692308
ALL,Unknown repair context,CHRXI,chrXI:380001-390000,0.3871126649761348,NA,3,3,666816,13,153880.6153846154,10002.24,143878.3753846154,163882.8553846154
ALL,Unknown repair context,CHRVII,chrVII:750001-760000,0.3851175981291362,NA,8,8,1090940,38,229671.5789473684,16364.099999999999,213307.4789473684,246035.6789473684
ALL,Unknown repair context,CHRXII,chrXII:470001-480000,0.38312253128213763,NA,6,6,1078177,30,215635.40000000002,16172.654999999999,199462.74500000002,231808.05500000002
ALL,Unknown repair context,CHRVII,chrVII:200001-210000,0.3811274644351391,NA,9,9,1090940,38,258380.52631578947,16364.099999999999,242016.42631578946,274744.6263157895
ALL,Unknown repair context,CHRX,chrX:660001-670000,0.3791323975881405,NA,4,4,745751,14,213071.71428571426,11186.265,201885.44928571425,224257.97928571427
ALL,Unknown repair context,CHRIV,chrIV:1140001-1150000,0.3751422638941434,NA,7,7,1531933,31,345920.3548387097,22978.995,322941.3598387097,368899.3498387097
ALL,Unknown repair context,CHRXV,chrXV:510001-520000,0.3751422638941434,NA,2,2,1091291,35,62359.485714285714,16369.365,45990.12071428572,78728.85071428571
ALL,Unknown repair context,CHRXII,chrXII:970001-980000,0.3731471970471447,NA,7,7,1078177,30,251574.63333333333,16172.654999999999,235401.97833333333,267747.28833333333
ALL,Unknown repair context,CHRXVI,chrXVI:130001-140000,0.37115213020014615,NA,2,2,948066,22,86187.81818181819,14220.99,71966.82818181819,100408.8081818182
ALL,Unknown repair context,CHRXIV,chrXIV:290001-300000,0.36915706335314763,NA,2,2,784333,25,62746.64,11764.994999999999,50981.645000000004,74511.635
ALL,Unknown repair context,CHRXVI,chrXVI:720001-730000,0.367161996506149,NA,3,3,948066,22,129281.72727272726,14220.99,115060.73727272726,143502.71727272726
ALL,Unknown repair context,CHRVII,chrVII:560001-570000,0.36516692965915043,NA,10,10,1090940,38,287089.4736842105,16364.099999999999,270725.3736842105,303453.5736842105
ALL,Unknown repair context,CHRXII,chrXII:410001-420000,0.3631718628121519,NA,8,8,1078177,30,287513.86666666664,16172.654999999999,271341.21166666667,303686.5216666666
ALL,Unknown repair context,CHRVIII,chrVIII:230001-240000,0.36117679596515334,NA,5,5,562643,13,216401.15384615384,8439.645,207961.50884615385,224840.79884615383
ALL,Unknown repair context,CHRVII,chrVII:940001-950000,0.35918172911815466,NA,11,11,1090940,38,315798.4210526316,16364.099999999999,299434.3210526316,332162.52105263155
ALL,Unknown repair context,CHRXI,chrXI:530001-540000,0.3571866622711561,NA,4,4,666816,13,205174.15384615384,10002.24,195171.91384615385,215176.39384615383
ALL,Unknown repair context,CHRXIV,chrXIV:740001-750000,0.35519159542415757,NA,3,3,784333,25,94119.95999999999,11764.994999999999,82354.965,105884.95499999999
ALL,Unknown repair context,CHRXVI,chrXVI:930001-940000,0.35319652857715894,NA,4,4,948066,22,172375.63636363638,14220.99,158154.6463636364,186596.62636363637
ALL,Unknown repair context,CHRXVI,chrXVI:290001-300000,0.35120146173016037,NA,5,5,948066,22,215469.54545454544,14220.99,201248.55545454545,229690.53545454543
ALL,Unknown repair context,CHRIX,chrIX:150001-160000,0.34920639488316185,NA,2,2,439888,15,58651.73333333333,6598.32,52053.41333333333,65250.05333333333
ALL,Unknown repair context,CHRXIV,chrXIV:560001-570000,0.34721132803616317,NA,4,4,784333,25,125493.28,11764.994999999999,113728.285,137258.275
ALL,Unknown repair context,CHRVII,chrVII:780001-790000,0.3452162611891646,NA,12,12,1090940,38,344507.36842105264,16364.099999999999,328143.26842105266,360871.4684210526
ALL,Unknown repair context,CHRXVI,chrXVI:230001-240000,0.3432211943421661,NA,6,6,948066,22,258563.45454545453,14220.99,244342.46454545454,272784.4445454545
ALL,Unknown repair context,CHRXI,chrXI:90001-100000,0.3412261274951675,NA,5,5,666816,13,256467.6923076923,10002.24,246465.45230769232,266469.9323076923
ALL,Unknown repair context,CHRVII,chrVII:380001-390000,0.33723599380117036,NA,13,13,1090940,38,373216.3157894737,16364.099999999999,356852.21578947373,389580.4157894737
ALL,Unknown repair context,CHRXIV,chrXIV:430001-440000,0.33723599380117036,NA,5,5,784333,25,156866.6,11764.994999999999,145101.605,168631.595
ALL,Unknown repair context,CHRVIII,chrVIII:100001-110000,0.3352409269541718,NA,6,6,562643,13,259681.38461538462,8439.645,251241.73961538463,268121.02961538464
ALL,Unknown repair context,CHRIV,chrIV:870001-880000,0.3332458601071731,NA,8,8,1531933,31,395337.5483870968,22978.995,372358.5533870968,418316.5433870968
ALL,Unknown repair context,CHRXI,chrXI:200001-210000,0.33125079326017454,NA,6,6,666816,13,307761.2307692308,10002.24,297758.9907692308,317763.4707692308
ALL,Unknown repair context,CHRV,chrV:200001-210000,0.3292557264131761,NA,6,6,576874,19,182170.73684210525,8653.11,173517.62684210524,190823.84684210527
ALL,Unknown repair context,CHRXI,chrXI:430001-440000,0.3272606595661774,NA,7,7,666816,13,359054.7692307692,10002.24,349052.5292307692,369057.0092307692
ALL,Unknown repair context,CHRIV,chrIV:1490001-1500000,0.3252655927191788,NA,9,9,1531933,31,444754.7419354839,22978.995,421775.7469354839,467733.7369354839
DSB1,Cut (Not SSA),CHRIII,CHRIII_L04,0.4987572310264644,4,1,4,316620,4,316620,4749.3,311870.7,316620
DSB1,Cut (Not SSA),CHRIII,CHRIII_L03,0.47009164374399354,3,2,3,316620,4,237465,4749.3,232715.7,242214.3
DSB1,Cut (Not SSA),CHRXV,CHRXV_L18_1PERCENT_CONTROL,0.3942589858942446,18,1,18,1091291,18,1091291,16369.365,1074921.635,1091291
DSB1,Cut (Not SSA),CHRVII,CHRVII_L06,0.3862022733699055,6,1,6,1090940,9,727293.3333333333,16364.099999999999,710929.2333333333,743657.4333333332
DSB1,Cut (Not SSA),CHRIV,CHRIV_L12_2,0.3696341234540054,12,1,12,1531933,15,1225546.4000000001,22978.995,1202567.405,1248525.3950000003
DSB1,Cut (Not SSA),CHRXV,CHRXV_L17_2,0.3628277629961231,17,2,17,1091291,18,1030663.7222222222,16369.365,1014294.3572222223,1047033.0872222222
DSB1,Cut (Not SSA),CHRXII,CHRXII_L07,0.23173198127523015,7,1,7,1078177,12,628936.5833333334,16172.654999999999,612763.9283333333,645109.2383333334
DSB1,Cut (Not SSA),CHRIV,CHRIV_L06_2,0.08851627478706267,6,2,6,1531933,15,612773.2000000001,22978.995,589794.2050000001,635752.1950000001
DSB1,Cut (Not SSA),CHRXII,CHRXII_L12,0.08512857847627264,12,2,12,1078177,12,1078177,16172.654999999999,1062004.345,1078177
DSB1,Cut (Not SSA),CHRIV,CHRIV_L13,0.08417707478038322,13,3,13,1531933,15,1327675.2666666666,22978.995,1304696.2716666665,1350654.2616666667
DSB1,Cut (Not SSA),CHRXII,CHRXII_L05,0.07293945200094477,5,3,5,1078177,12,449240.4166666667,16172.654999999999,433067.7616666667,465413.07166666666
DSB1,Cut (Not SSA),CHRIV,CHRIV_L15_2,0.07037064382413358,15,4,15,1531933,15,1531933,22978.995,1508954.005,1531933
DSB1,Cut (Not SSA),CHRXV,CHRXV_L01,0.014132563171891531,1,3,1,1091291,18,60627.277777777774,16369.365,44257.912777777776,76996.64277777777
DSB1,Cut (Not SSA),CHRXV,CHRXV_L04,-0.03214478252283349,4,4,4,1091291,18,242509.1111111111,16369.365,226139.7461111111,258878.4761111111
DSB1,Cut (Not SSA),CHRVII,CHRVII_990K,-0.04255752035754861,NA,2,2,1090940,9,242431.1111111111,16364.099999999999,226067.0111111111,258795.2111111111
DSB1,Cut (Not SSA),CHRIV,CHRIV_L10_2,-0.12450369023464716,10,5,10,1531933,15,1021288.6666666666,22978.995,998309.6716666666,1044267.6616666666
DSB1,Cut (Not SSA),CHRXII,CHRXII_L01,-0.15282763120787102,1,4,1,1078177,12,89848.08333333333,16172.654999999999,73675.42833333333,106020.73833333333
DSB1,Cut (Not SSA),CHRIV,CHRIV_L03,-0.25675186925069154,3,6,3,1531933,15,306386.60000000003,22978.995,283407.60500000004,329365.59500000003
DSB1,Cut (Not SSA),CHRIV,CHRIV_L01,-0.28892358755101627,1,7,1,1531933,15,102128.86666666667,22978.995,79149.87166666667,125107.86166666666
DSB1,Cut (Not SSA),CHRVII,CHRVII_L03,-0.3114135637597266,3,3,3,1090940,9,363646.6666666666,16364.099999999999,347282.56666666665,380010.7666666666
DSB1,Cut (Not SSA),CHRXV,CHRXV_L15,-0.46355267946244405,15,5,15,1091291,18,909409.1666666667,16369.365,893039.8016666668,925778.5316666667
DSB1,Cut (Not SSA),CHRVII,CHRVII_L09,-0.9277515744484313,9,4,9,1090940,9,1090940,16364.099999999999,1074575.9,1090940
DSB1,Cut (Not SSA),CHRIII,CHRIII_L02,-1.4076514879079884,2,3,2,316620,4,158310,4749.3,153560.7,163059.3
DSB1,Cut/Repaired (SSA),CHRXV,CHRXV_L18_1PERCENT_CONTROL,0.6574395947798808,18,1,18,1091291,18,1091291,16369.365,1074921.635,1091291
DSB1,Cut/Repaired (SSA),CHRXV,CHRXV_L01,0.6368353254490831,1,2,1,1091291,18,60627.277777777774,16369.365,44257.912777777776,76996.64277777777
DSB1,Cut/Repaired (SSA),CHRIII,CHRIII_L03,0.546914494829104,3,1,3,316620,4,237465,4749.3,232715.7,242214.3
DSB1,Cut/Repaired (SSA),CHRVII,CHRVII_L06,0.5323356288822397,6,1,6,1090940,9,727293.3333333333,16364.099999999999,710929.2333333333,743657.4333333332
DSB1,Cut/Repaired (SSA),CHRXV,CHRXV_L17_2,0.4472175267785092,17,3,17,1091291,18,1030663.7222222222,16369.365,1014294.3572222223,1047033.0872222222
DSB1,Cut/Repaired (SSA),CHRXII,CHRXII_L12,0.3682943738711303,12,1,12,1078177,12,1078177,16172.654999999999,1062004.345,1078177
DSB1,Cut/Repaired (SSA),CHRIV,CHRIV_L12_2,0.30217010506693415,12,1,12,1531933,15,1225546.4000000001,22978.995,1202567.405,1248525.3950000003
DSB1,Cut/Repaired (SSA),CHRIV,CHRIV_L03,0.28153905839766574,3,2,3,1531933,15,306386.60000000003,22978.995,283407.60500000004,329365.59500000003
DSB1,Cut/Repaired (SSA),CHRIV,CHRIV_L06_2,0.2042431139133083,6,3,6,1531933,15,612773.2000000001,22978.995,589794.2050000001,635752.1950000001
DSB1,Cut/Repaired (SSA),CHRIV,CHRIV_L15_2,0.1925577435396777,15,4,15,1531933,15,1531933,22978.995,1508954.005,1531933
DSB1,Cut/Repaired (SSA),CHRXII,CHRXII_L07,0.17116714082422843,7,2,7,1078177,12,628936.5833333334,16172.654999999999,612763.9283333333,645109.2383333334
DSB1,Cut/Repaired (SSA),CHRIV,CHRIV_L13,0.13161012853453916,13,5,13,1531933,15,1327675.2666666666,22978.995,1304696.2716666665,1350654.2616666667
DSB1,Cut/Repaired (SSA),CHRXII,CHRXII_L01,0.100397198956102,1,3,1,1078177,12,89848.08333333333,16172.654999999999,73675.42833333333,106020.73833333333
DSB1,Cut/Repaired (SSA),CHRIV,CHRIV_L10_2,0.02448135132386094,10,6,10,1531933,15,1021288.6666666666,22978.995,998309.6716666666,1044267.6616666666
DSB1,Cut/Repaired (SSA),CHRVII,CHRVII_990K,-0.012325764126609328,NA,2,2,1090940,9,242431.1111111111,16364.099999999999,226067.0111111111,258795.2111111111
DSB1,Cut/Repaired (SSA),CHRIV,CHRIV_L01,-0.0380168232354299,1,7,1,1531933,15,102128.86666666667,22978.995,79149.87166666667,125107.86166666666
DSB1,Cut/Repaired (SSA),CHRXII,CHRXII_L05,-0.09124432980670932,5,4,5,1078177,12,449240.4166666667,16172.654999999999,433067.7616666667,465413.07166666666
DSB1,Cut/Repaired (SSA),CHRVII,CHRVII_L03,-0.1415074748967113,3,3,3,1090940,9,363646.6666666666,16364.099999999999,347282.56666666665,380010.7666666666
DSB1,Cut/Repaired (SSA),CHRVII,CHRVII_L09,-0.15440647667023377,9,4,9,1090940,9,1090940,16364.099999999999,1074575.9,1090940
DSB1,Cut/Repaired (SSA),CHRIII,CHRIII_L04,-0.25683600988432465,4,2,4,316620,4,316620,4749.3,311870.7,316620
DSB1,Cut/Repaired (SSA),CHRXV,CHRXV_L15,-0.30758109394788347,15,4,15,1091291,18,909409.1666666667,16369.365,893039.8016666668,925778.5316666667
DSB1,Cut/Repaired (SSA),CHRIII,CHRIII_L02,-0.609972318990729,2,3,2,316620,4,158310,4749.3,153560.7,163059.3
DSB1,Cut/Repaired (SSA),CHRXV,CHRXV_L04,-0.7903580664139551,4,5,4,1091291,18,242509.1111111111,16369.365,226139.7461111111,258878.4761111111
DSB2,Cut (Not SSA),CHRXII,CHRXII_L05,0.5695531982307092,5,1,5,1078177,12,449240.4166666667,16172.654999999999,433067.7616666667,465413.07166666666
DSB2,Cut (Not SSA),CHRIV,CHRIV_L01,0.5539676381851781,1,1,1,1531933,15,102128.86666666667,22978.995,79149.87166666667,125107.86166666666
DSB2,Cut (Not SSA),CHRIII,CHRIII_L03,0.43731542279048896,3,1,3,316620,4,237465,4749.3,232715.7,242214.3
DSB2,Cut (Not SSA),CHRIII,CHRIII_L02,0.3480140534371345,2,2,2,316620,4,158310,4749.3,153560.7,163059.3
DSB2,Cut (Not SSA),CHRXV,CHRXV_L04,0.3389598924499624,4,1,4,1091291,18,242509.1111111111,16369.365,226139.7461111111,258878.4761111111
DSB2,Cut (Not SSA),CHRIV,CHRIV_L06_2,0.29306765703635695,6,2,6,1531933,15,612773.2000000001,22978.995,589794.2050000001,635752.1950000001
DSB2,Cut (Not SSA),CHRIV,CHRIV_L15_2,0.21063450922989035,15,3,15,1531933,15,1531933,22978.995,1508954.005,1531933
DSB2,Cut (Not SSA),CHRIV,CHRIV_L12_2,0.20125666776454845,12,4,12,1531933,15,1225546.4000000001,22978.995,1202567.405,1248525.3950000003
DSB2,Cut (Not SSA),CHRXV,CHRXV_L18_1PERCENT_CONTROL,0.12160691677720874,18,2,18,1091291,18,1091291,16369.365,1074921.635,1091291
DSB2,Cut (Not SSA),CHRIV,CHRIV_L13,0.09858024207123574,13,5,13,1531933,15,1327675.2666666666,22978.995,1304696.2716666665,1350654.2616666667
DSB2,Cut (Not SSA),CHRXII,CHRXII_L12,0.08443525155641331,12,2,12,1078177,12,1078177,16172.654999999999,1062004.345,1078177
DSB2,Cut (Not SSA),CHRVII,CHRVII_990K,0.040419842225239144,NA,1,1,1090940,9,121215.55555555555,16364.099999999999,104851.45555555556,137579.65555555554
DSB2,Cut (Not SSA),CHRVII,CHRVII_L06,-0.033352902509822195,6,2,6,1090940,9,727293.3333333333,16364.099999999999,710929.2333333333,743657.4333333332
DSB2,Cut (Not SSA),CHRXII,CHRXII_L07,-0.10863274562369869,7,3,7,1078177,12,628936.5833333334,16172.654999999999,612763.9283333333,645109.2383333334
DSB2,Cut (Not SSA),CHRIII,CHRIII_L04,-0.15351340721503937,4,3,4,316620,4,316620,4749.3,311870.7,316620
DSB2,Cut (Not SSA),CHRVII,CHRVII_L03,-0.1584208006478164,3,3,3,1090940,9,363646.6666666666,16364.099999999999,347282.56666666665,380010.7666666666
DSB2,Cut (Not SSA),CHRIV,CHRIV_L03,-0.2879145720917198,3,6,3,1531933,15,306386.60000000003,22978.995,283407.60500000004,329365.59500000003
DSB2,Cut (Not SSA),CHRVII,CHRVII_L09,-0.5606201652837802,9,4,9,1090940,9,1090940,16364.099999999999,1074575.9,1090940
DSB2,Cut (Not SSA),CHRXII,CHRXII_L01,-0.5772934251831885,1,4,1,1078177,12,89848.08333333333,16172.654999999999,73675.42833333333,106020.73833333333
DSB2,Cut (Not SSA),CHRIV,CHRIV_L10_2,-0.6226450402342902,10,7,10,1531933,15,1021288.6666666666,22978.995,998309.6716666666,1044267.6616666666
DSB2,Cut (Not SSA),CHRXV,CHRXV_L01,-0.6892104535315271,1,3,1,1091291,18,60627.277777777774,16369.365,44257.912777777776,76996.64277777777
DSB2,Cut (Not SSA),CHRXV,CHRXV_L15,-0.8310639186152688,15,4,15,1091291,18,909409.1666666667,16369.365,893039.8016666668,925778.5316666667
DSB2,Cut (Not SSA),CHRXV,CHRXV_L17_2,-0.9166436898683034,17,5,17,1091291,18,1030663.7222222222,16369.365,1014294.3572222223,1047033.0872222222
DSB2,Cut/Repaired (SSA),CHRXII,CHRXII_L05,1.0309439804173903,5,1,5,1078177,12,449240.4166666667,16172.654999999999,433067.7616666667,465413.07166666666
DSB2,Cut/Repaired (SSA),CHRIV,CHRIV_L01,1.0246319392286767,1,1,1,1531933,15,102128.86666666667,22978.995,79149.87166666667,125107.86166666666
DSB2,Cut/Repaired (SSA),CHRIV,CHRIV_L13,0.9816039986304873,13,2,13,1531933,15,1327675.2666666666,22978.995,1304696.2716666665,1350654.2616666667
DSB2,Cut/Repaired (SSA),CHRXV,CHRXV_L18_1PERCENT_CONTROL,0.9017323909034742,18,1,18,1091291,18,1091291,16369.365,1074921.635,1091291
DSB2,Cut/Repaired (SSA),CHRXV,CHRXV_L17_2,0.8223974757390634,17,2,17,1091291,18,1030663.7222222222,16369.365,1014294.3572222223,1047033.0872222222
DSB2,Cut/Repaired (SSA),CHRIII,CHRIII_L03,-0.0051343961592784275,3,1,3,316620,4,237465,4749.3,232715.7,242214.3
DSB2,Cut/Repaired (SSA),CHRXII,CHRXII_L07,-0.044021357084085486,7,2,7,1078177,12,628936.5833333334,16172.654999999999,612763.9283333333,645109.2383333334
DSB2,Cut/Repaired (SSA),CHRXII,CHRXII_L12,-0.11971719477999411,12,3,12,1078177,12,1078177,16172.654999999999,1062004.345,1078177
DSB2,Cut/Repaired (SSA),CHRIV,CHRIV_L06_2,-0.14698743819001095,6,3,6,1531933,15,612773.2000000001,22978.995,589794.2050000001,635752.1950000001
DSB2,Cut/Repaired (SSA),CHRVII,CHRVII_L03,-0.15129668321866518,3,1,3,1090940,9,363646.6666666666,16364.099999999999,347282.56666666665,380010.7666666666
DSB2,Cut/Repaired (SSA),CHRXV,CHRXV_L15,-0.15882611191405732,15,3,15,1091291,18,909409.1666666667,16369.365,893039.8016666668,925778.5316666667
DSB2,Cut/Repaired (SSA),CHRXV,CHRXV_L04,-0.17395521866733127,4,4,4,1091291,18,242509.1111111111,16369.365,226139.7461111111,258878.4761111111
DSB2,Cut/Repaired (SSA),CHRIV,CHRIV_L03,-0.1803464162921787,3,4,3,1531933,15,306386.60000000003,22978.995,283407.60500000004,329365.59500000003
DSB2,Cut/Repaired (SSA),CHRIV,CHRIV_L12_2,-0.1972960140734114,12,5,12,1531933,15,1225546.4000000001,22978.995,1202567.405,1248525.3950000003
DSB2,Cut/Repaired (SSA),CHRIII,CHRIII_L04,-0.2404646439750594,4,2,4,316620,4,316620,4749.3,311870.7,316620
DSB2,Cut/Repaired (SSA),CHRXII,CHRXII_L01,-0.2657678691012728,1,4,1,1078177,12,89848.08333333333,16172.654999999999,73675.42833333333,106020.73833333333
DSB2,Cut/Repaired (SSA),CHRIV,CHRIV_L10_2,-0.2932044830440458,10,6,10,1531933,15,1021288.6666666666,22978.995,998309.6716666666,1044267.6616666666
DSB2,Cut/Repaired (SSA),CHRVII,CHRVII_990K,-0.2932044830440458,NA,2,2,1090940,9,242431.1111111111,16364.099999999999,226067.0111111111,258795.2111111111
DSB2,Cut/Repaired (SSA),CHRIII,CHRIII_L02,-0.3149102192714296,2,3,2,316620,4,158310,4749.3,153560.7,163059.3
DSB2,Cut/Repaired (SSA),CHRXV,CHRXV_L01,-0.3294185277548153,1,5,1,1091291,18,60627.277777777774,16369.365,44257.912777777776,76996.64277777777
DSB2,Cut/Repaired (SSA),CHRIV,CHRIV_L15_2,-0.3468408183637663,15,7,15,1531933,15,1531933,22978.995,1508954.005,1531933
DSB2,Cut/Repaired (SSA),CHRVII,CHRVII_L06,-0.366185427021187,6,3,6,1090940,9,727293.3333333333,16364.099999999999,710929.2333333333,743657.4333333332
DSB2,Cut/Repaired (SSA),CHRVII,CHRVII_L09,-0.3975270658792529,9,4,9,1090940,9,1090940,16364.099999999999,1074575.9,1090940
