filter_state,sample,time_point,chrom,bin_start,bin_end,bin_id,count,freq
non_filtered,joey_4C_t0_altChr5,0,chrIII,1,10000,chrIII:1-10000,13,4.602258646935958e-05
non_filtered,joey_4C_t0_altChr5,0,chrIII,80001,90000,chrIII:80001-90000,3626,0.012836761425992141
non_filtered,joey_4C_t0_altChr5,0,chrIII,90001,100000,chrIII:90001-100000,13,4.602258646935958e-05
non_filtered,joey_4C_t0_altChr5,0,chrIII,150001,160000,chrIII:150001-160000,145,0.0005133288490813183
non_filtered,joey_4C_t0_altChr5,0,chrIII,190001,200000,chrIII:190001-200000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrIII,250001,260000,chrIII:250001-260000,366,0.001295712819060431
non_filtered,joey_4C_t0_altChr5,0,chrIII,270001,280000,chrIII:270001-280000,29,0.00010266576981626368
non_filtered,joey_4C_t0_altChr5,0,chrIII,280001,290000,chrIII:280001-290000,595,0.002106418380712996
non_filtered,joey_4C_t0_altChr5,0,chrIV,1,10000,chrIV:1-10000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrIV,30001,40000,chrIV:30001-40000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrIV,60001,70000,chrIV:60001-70000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrIV,90001,100000,chrIV:90001-100000,4336,0.01535030268701101
non_filtered,joey_4C_t0_altChr5,0,chrIV,120001,130000,chrIV:120001-130000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrIV,140001,150000,chrIV:140001-150000,1358,0.004807590186568485
non_filtered,joey_4C_t0_altChr5,0,chrIV,150001,160000,chrIV:150001-160000,358,0.0012673912273869791
non_filtered,joey_4C_t0_altChr5,0,chrIV,180001,190000,chrIV:180001-190000,373,0.0013204942117747017
non_filtered,joey_4C_t0_altChr5,0,chrIV,260001,270000,chrIV:260001-270000,400,0.0014160795836726024
non_filtered,joey_4C_t0_altChr5,0,chrIV,280001,290000,chrIV:280001-290000,285,0.0010089567033667293
non_filtered,joey_4C_t0_altChr5,0,chrIV,290001,300000,chrIV:290001-300000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrIV,340001,350000,chrIV:340001-350000,77,0.00027259531985697596
non_filtered,joey_4C_t0_altChr5,0,chrIV,390001,400000,chrIV:390001-400000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrIV,400001,410000,chrIV:400001-410000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrIV,440001,450000,chrIV:440001-450000,3817,0.013512939427195808
non_filtered,joey_4C_t0_altChr5,0,chrIV,460001,470000,chrIV:460001-470000,58,0.00020533153963252736
non_filtered,joey_4C_t0_altChr5,0,chrIV,510001,520000,chrIV:510001-520000,223,0.0007894643678974759
non_filtered,joey_4C_t0_altChr5,0,chrIV,570001,580000,chrIV:570001-580000,242,0.0008567281481219244
non_filtered,joey_4C_t0_altChr5,0,chrIV,640001,650000,chrIV:640001-650000,498,0.00176301908167239
non_filtered,joey_4C_t0_altChr5,0,chrIV,680001,690000,chrIV:680001-690000,1628,0.005763443905547492
non_filtered,joey_4C_t0_altChr5,0,chrIV,700001,710000,chrIV:700001-710000,4206,0.014890076822317414
non_filtered,joey_4C_t0_altChr5,0,chrIV,750001,760000,chrIV:750001-760000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrIV,800001,810000,chrIV:800001-810000,357,0.0012638510284277977
non_filtered,joey_4C_t0_altChr5,0,chrIV,850001,860000,chrIV:850001-860000,3,1.0620596877544518e-05
non_filtered,joey_4C_t0_altChr5,0,chrIV,870001,880000,chrIV:870001-880000,645,0.0022834283286720714
non_filtered,joey_4C_t0_altChr5,0,chrIV,880001,890000,chrIV:880001-890000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrIV,950001,960000,chrIV:950001-960000,8,2.832159167345205e-05
non_filtered,joey_4C_t0_altChr5,0,chrIV,960001,970000,chrIV:960001-970000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrIV,980001,990000,chrIV:980001-990000,262,0.0009275321273055546
non_filtered,joey_4C_t0_altChr5,0,chrIV,990001,1000000,chrIV:990001-1000000,110,0.0003894218855099657
non_filtered,joey_4C_t0_altChr5,0,chrIV,1020001,1030000,chrIV:1020001-1030000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrIV,1100001,1110000,chrIV:1100001-1110000,98,0.0003469394979997876
non_filtered,joey_4C_t0_altChr5,0,chrIV,1110001,1120000,chrIV:1110001-1120000,416,0.0014727227670195066
non_filtered,joey_4C_t0_altChr5,0,chrIV,1140001,1150000,chrIV:1140001-1150000,1141,0.004039367012426099
non_filtered,joey_4C_t0_altChr5,0,chrIV,1210001,1220000,chrIV:1210001-1220000,24,8.496477502035614e-05
non_filtered,joey_4C_t0_altChr5,0,chrIV,1240001,1250000,chrIV:1240001-1250000,12,4.248238751017807e-05
non_filtered,joey_4C_t0_altChr5,0,chrIV,1270001,1280000,chrIV:1270001-1280000,255,0.0009027507345912841
non_filtered,joey_4C_t0_altChr5,0,chrIV,1310001,1320000,chrIV:1310001-1320000,5,1.770099479590753e-05
non_filtered,joey_4C_t0_altChr5,0,chrIV,1330001,1340000,chrIV:1330001-1340000,2,7.080397918363012e-06
non_filtered,joey_4C_t0_altChr5,0,chrIV,1370001,1380000,chrIV:1370001-1380000,2,7.080397918363012e-06
non_filtered,joey_4C_t0_altChr5,0,chrIV,1390001,1400000,chrIV:1390001-1400000,2949,0.01044004673062626
non_filtered,joey_4C_t0_altChr5,0,chrIV,1410001,1420000,chrIV:1410001-1420000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrIV,1420001,1430000,chrIV:1420001-1430000,8,2.832159167345205e-05
non_filtered,joey_4C_t0_altChr5,0,chrIV,1480001,1490000,chrIV:1480001-1490000,5,1.770099479590753e-05
non_filtered,joey_4C_t0_altChr5,0,chrIV,1490001,1500000,chrIV:1490001-1500000,612,0.0021666017630190817
non_filtered,joey_4C_t0_altChr5,0,chrIV,1500001,1510000,chrIV:1500001-1510000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrIV,1510001,1520000,chrIV:1510001-1520000,12,4.248238751017807e-05
non_filtered,joey_4C_t0_altChr5,0,chrIV,1520001,1530000,chrIV:1520001-1530000,529,0.0018727652494070167
non_filtered,joey_4C_t0_altChr5,0,chrIX,1,10000,chrIX:1-10000,3,1.0620596877544518e-05
non_filtered,joey_4C_t0_altChr5,0,chrIX,10001,20000,chrIX:10001-20000,13,4.602258646935958e-05
non_filtered,joey_4C_t0_altChr5,0,chrIX,30001,40000,chrIX:30001-40000,3,1.0620596877544518e-05
non_filtered,joey_4C_t0_altChr5,0,chrIX,120001,130000,chrIX:120001-130000,86,0.00030445711048960954
non_filtered,joey_4C_t0_altChr5,0,chrIX,150001,160000,chrIX:150001-160000,785,0.0027790561829574823
non_filtered,joey_4C_t0_altChr5,0,chrIX,170001,180000,chrIX:170001-180000,2,7.080397918363012e-06
non_filtered,joey_4C_t0_altChr5,0,chrIX,190001,200000,chrIX:190001-200000,5,1.770099479590753e-05
non_filtered,joey_4C_t0_altChr5,0,chrIX,200001,210000,chrIX:200001-210000,38,0.00013452756044889723
non_filtered,joey_4C_t0_altChr5,0,chrIX,210001,220000,chrIX:210001-220000,3,1.0620596877544518e-05
non_filtered,joey_4C_t0_altChr5,0,chrIX,220001,230000,chrIX:220001-230000,62,0.00021949233546925337
non_filtered,joey_4C_t0_altChr5,0,chrIX,230001,240000,chrIX:230001-240000,84,0.0002973767125712465
non_filtered,joey_4C_t0_altChr5,0,chrIX,250001,260000,chrIX:250001-260000,217,0.0007682231741423868
non_filtered,joey_4C_t0_altChr5,0,chrIX,320001,330000,chrIX:320001-330000,2610,0.009239919283463731
non_filtered,joey_4C_t0_altChr5,0,chrIX,360001,370000,chrIX:360001-370000,521,0.0018444436577335645
non_filtered,joey_4C_t0_altChr5,0,chrIX,370001,380000,chrIX:370001-380000,35,0.00012390696357135272
non_filtered,joey_4C_t0_altChr5,0,chrIX,420001,430000,chrIX:420001-430000,2,7.080397918363012e-06
non_filtered,joey_4C_t0_altChr5,0,chrVI,1,10000,chrVI:1-10000,94,0.00033277870216306157
non_filtered,joey_4C_t0_altChr5,0,chrVI,10001,20000,chrVI:10001-20000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVI,30001,40000,chrVI:30001-40000,36,0.0001274471625305342
non_filtered,joey_4C_t0_altChr5,0,chrVI,50001,60000,chrVI:50001-60000,73,0.0002584345240202499
non_filtered,joey_4C_t0_altChr5,0,chrVI,100001,110000,chrVI:100001-110000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVI,140001,150000,chrVI:140001-150000,2810,0.009947959075300031
non_filtered,joey_4C_t0_altChr5,0,chrVI,210001,220000,chrVI:210001-220000,35,0.00012390696357135272
non_filtered,joey_4C_t0_altChr5,0,chrVI,260001,270000,chrVI:260001-270000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVII,1,10000,chrVII:1-10000,99,0.0003504796969589691
non_filtered,joey_4C_t0_altChr5,0,chrVII,40001,50000,chrVII:40001-50000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVII,80001,90000,chrVII:80001-90000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVII,130001,140000,chrVII:130001-140000,299,0.0010585194887952703
non_filtered,joey_4C_t0_altChr5,0,chrVII,180001,190000,chrVII:180001-190000,22,7.788437710199313e-05
non_filtered,joey_4C_t0_altChr5,0,chrVII,200001,210000,chrVII:200001-210000,1196,0.004234077955181081
non_filtered,joey_4C_t0_altChr5,0,chrVII,210001,220000,chrVII:210001-220000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVII,320001,330000,chrVII:320001-330000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVII,360001,370000,chrVII:360001-370000,13,4.602258646935958e-05
non_filtered,joey_4C_t0_altChr5,0,chrVII,380001,390000,chrVII:380001-390000,688,0.0024356568839168763
non_filtered,joey_4C_t0_altChr5,0,chrVII,400001,410000,chrVII:400001-410000,2,7.080397918363012e-06
non_filtered,joey_4C_t0_altChr5,0,chrVII,450001,460000,chrVII:450001-460000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVII,460001,470000,chrVII:460001-470000,124,0.00043898467093850675
non_filtered,joey_4C_t0_altChr5,0,chrVII,500001,510000,chrVII:500001-510000,304,0.0010762204835911779
non_filtered,joey_4C_t0_altChr5,0,chrVII,530001,540000,chrVII:530001-540000,2,7.080397918363012e-06
non_filtered,joey_4C_t0_altChr5,0,chrVII,540001,550000,chrVII:540001-550000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVII,560001,570000,chrVII:560001-570000,1109,0.00392608064573229
non_filtered,joey_4C_t0_altChr5,0,chrVII,570001,580000,chrVII:570001-580000,498,0.00176301908167239
non_filtered,joey_4C_t0_altChr5,0,chrVII,580001,590000,chrVII:580001-590000,8,2.832159167345205e-05
non_filtered,joey_4C_t0_altChr5,0,chrVII,620001,630000,chrVII:620001-630000,4,1.4160795836726025e-05
non_filtered,joey_4C_t0_altChr5,0,chrVII,640001,650000,chrVII:640001-650000,14,4.9562785428541085e-05
non_filtered,joey_4C_t0_altChr5,0,chrVII,650001,660000,chrVII:650001-660000,3,1.0620596877544518e-05
non_filtered,joey_4C_t0_altChr5,0,chrVII,660001,670000,chrVII:660001-670000,176,0.0006230750168159451
non_filtered,joey_4C_t0_altChr5,0,chrVII,680001,690000,chrVII:680001-690000,448,0.0015860091337133147
non_filtered,joey_4C_t0_altChr5,0,chrVII,690001,700000,chrVII:690001-700000,8,2.832159167345205e-05
non_filtered,joey_4C_t0_altChr5,0,chrVII,700001,710000,chrVII:700001-710000,2167,0.007671611144546324
non_filtered,joey_4C_t0_altChr5,0,chrVII,710001,720000,chrVII:710001-720000,288,0.0010195773002442737
non_filtered,joey_4C_t0_altChr5,0,chrVII,730001,740000,chrVII:730001-740000,321,0.0011364038658972634
non_filtered,joey_4C_t0_altChr5,0,chrVII,740001,750000,chrVII:740001-750000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVII,750001,760000,chrVII:750001-760000,1207,0.004273020143732078
non_filtered,joey_4C_t0_altChr5,0,chrVII,760001,770000,chrVII:760001-770000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVII,770001,780000,chrVII:770001-780000,1454,0.00514744928664991
non_filtered,joey_4C_t0_altChr5,0,chrVII,780001,790000,chrVII:780001-790000,746,0.0026409884235494034
non_filtered,joey_4C_t0_altChr5,0,chrVII,790001,800000,chrVII:790001-800000,2341,0.008287605763443905
non_filtered,joey_4C_t0_altChr5,0,chrVII,800001,810000,chrVII:800001-810000,220,0.0007788437710199314
non_filtered,joey_4C_t0_altChr5,0,chrVII,810001,820000,chrVII:810001-820000,2872,0.010167451410769286
non_filtered,joey_4C_t0_altChr5,0,chrVII,820001,830000,chrVII:820001-830000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVII,830001,840000,chrVII:830001-840000,15280,0.05409424009629341
non_filtered,joey_4C_t0_altChr5,0,chrVII,840001,850000,chrVII:840001-850000,1664,0.005890891068078026
non_filtered,joey_4C_t0_altChr5,0,chrVII,850001,860000,chrVII:850001-860000,187,0.0006620172053669416
non_filtered,joey_4C_t0_altChr5,0,chrVII,860001,870000,chrVII:860001-870000,7,2.4781392714270542e-05
non_filtered,joey_4C_t0_altChr5,0,chrVII,880001,890000,chrVII:880001-890000,285,0.0010089567033667293
non_filtered,joey_4C_t0_altChr5,0,chrVII,890001,900000,chrVII:890001-900000,18,6.37235812652671e-05
non_filtered,joey_4C_t0_altChr5,0,chrVII,930001,940000,chrVII:930001-940000,2828,0.0100116826565653
non_filtered,joey_4C_t0_altChr5,0,chrVII,940001,950000,chrVII:940001-950000,948,0.0033561086133040677
non_filtered,joey_4C_t0_altChr5,0,chrVII,980001,990000,chrVII:980001-990000,545,0.0019294084327539207
non_filtered,joey_4C_t0_altChr5,0,chrVII,1010001,1020000,chrVII:1010001-1020000,60,0.00021241193755089035
non_filtered,joey_4C_t0_altChr5,0,chrVII,1030001,1040000,chrVII:1030001-1040000,2,7.080397918363012e-06
non_filtered,joey_4C_t0_altChr5,0,chrVII,1070001,1080000,chrVII:1070001-1080000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVII,1080001,1090000,chrVII:1080001-1090000,388,0.0013735971961624243
non_filtered,joey_4C_t0_altChr5,0,chrVIII,1,10000,chrVIII:1-10000,260,0.0009204517293871916
non_filtered,joey_4C_t0_altChr5,0,chrVIII,50001,60000,chrVIII:50001-60000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVIII,90001,100000,chrVIII:90001-100000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVIII,100001,110000,chrVIII:100001-110000,678,0.002400254894325061
non_filtered,joey_4C_t0_altChr5,0,chrVIII,210001,220000,chrVIII:210001-220000,5352,0.01894714482953942
non_filtered,joey_4C_t0_altChr5,0,chrVIII,220001,230000,chrVIII:220001-230000,1248,0.004418168301058519
non_filtered,joey_4C_t0_altChr5,0,chrVIII,230001,240000,chrVIII:230001-240000,975,0.0034516939852019682
non_filtered,joey_4C_t0_altChr5,0,chrVIII,270001,280000,chrVIII:270001-280000,1711,0.006057280419159557
non_filtered,joey_4C_t0_altChr5,0,chrVIII,290001,300000,chrVIII:290001-300000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVIII,310001,320000,chrVIII:310001-320000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVIII,330001,340000,chrVIII:330001-340000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVIII,340001,350000,chrVIII:340001-350000,3656,0.012942967394767586
non_filtered,joey_4C_t0_altChr5,0,chrVIII,360001,370000,chrVIII:360001-370000,408,0.0014444011753460544
non_filtered,joey_4C_t0_altChr5,0,chrVIII,450001,460000,chrVIII:450001-460000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrVIII,480001,490000,chrVIII:480001-490000,177,0.0006266152157751266
non_filtered,joey_4C_t0_altChr5,0,chrVIII,530001,540000,chrVIII:530001-540000,34,0.0001203667646121712
non_filtered,joey_4C_t0_altChr5,0,chrVIII,540001,550000,chrVIII:540001-550000,108,0.00038234148759160264
non_filtered,joey_4C_t0_altChr5,0,chrVIII,550001,560000,chrVIII:550001-560000,24,8.496477502035614e-05
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,1,10000,chrV_minusURA3_minusILV1:1-10000,53,0.00018763054483661982
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,60001,70000,chrV_minusURA3_minusILV1:60001-70000,2811,0.009951499274259213
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,110001,120000,chrV_minusURA3_minusILV1:110001-120000,64282,0.22757106949410558
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,160001,170000,chrV_minusURA3_minusILV1:160001-170000,35,0.00012390696357135272
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,170001,180000,chrV_minusURA3_minusILV1:170001-180000,267,0.0009452331221014622
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,200001,210000,chrV_minusURA3_minusILV1:200001-210000,636,0.0022515665380394376
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,210001,220000,chrV_minusURA3_minusILV1:210001-220000,208,0.0007363613835097533
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,240001,250000,chrV_minusURA3_minusILV1:240001-250000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,290001,300000,chrV_minusURA3_minusILV1:290001-300000,2639,0.009342585053279994
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,300001,310000,chrV_minusURA3_minusILV1:300001-310000,287,0.0010160371012850923
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,310001,320000,chrV_minusURA3_minusILV1:310001-320000,5,1.770099479590753e-05
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,320001,330000,chrV_minusURA3_minusILV1:320001-330000,2,7.080397918363012e-06
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,340001,350000,chrV_minusURA3_minusILV1:340001-350000,112,0.0003965022834283287
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,350001,360000,chrV_minusURA3_minusILV1:350001-360000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,430001,440000,chrV_minusURA3_minusILV1:430001-440000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,440001,450000,chrV_minusURA3_minusILV1:440001-450000,139,0.0004920876553262294
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,450001,460000,chrV_minusURA3_minusILV1:450001-460000,581,0.0020568555952844548
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,500001,510000,chrV_minusURA3_minusILV1:500001-510000,15,5.310298438772259e-05
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,520001,530000,chrV_minusURA3_minusILV1:520001-530000,1374,0.004864233369915389
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,530001,540000,chrV_minusURA3_minusILV1:530001-540000,323,0.0011434842638156264
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,540001,550000,chrV_minusURA3_minusILV1:540001-550000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,560001,570000,chrV_minusURA3_minusILV1:560001-570000,211,0.0007469819803872978
non_filtered,joey_4C_t0_altChr5,0,chrX,1,10000,chrX:1-10000,3,1.0620596877544518e-05
non_filtered,joey_4C_t0_altChr5,0,chrX,10001,20000,chrX:10001-20000,18,6.37235812652671e-05
non_filtered,joey_4C_t0_altChr5,0,chrX,50001,60000,chrX:50001-60000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrX,110001,120000,chrX:110001-120000,149,0.0005274896449180444
non_filtered,joey_4C_t0_altChr5,0,chrX,130001,140000,chrX:130001-140000,3,1.0620596877544518e-05
non_filtered,joey_4C_t0_altChr5,0,chrX,140001,150000,chrX:140001-150000,2,7.080397918363012e-06
non_filtered,joey_4C_t0_altChr5,0,chrX,150001,160000,chrX:150001-160000,1341,0.0047474068042624
non_filtered,joey_4C_t0_altChr5,0,chrX,190001,200000,chrX:190001-200000,2,7.080397918363012e-06
non_filtered,joey_4C_t0_altChr5,0,chrX,230001,240000,chrX:230001-240000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrX,340001,350000,chrX:340001-350000,240,0.0008496477502035614
non_filtered,joey_4C_t0_altChr5,0,chrX,380001,390000,chrX:380001-390000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrX,390001,400000,chrX:390001-400000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrX,460001,470000,chrX:460001-470000,127,0.00044960526781605124
non_filtered,joey_4C_t0_altChr5,0,chrX,470001,480000,chrX:470001-480000,115,0.00040712288030587317
non_filtered,joey_4C_t0_altChr5,0,chrX,570001,580000,chrX:570001-580000,1445,0.005115587496017276
non_filtered,joey_4C_t0_altChr5,0,chrX,580001,590000,chrX:580001-590000,7,2.4781392714270542e-05
non_filtered,joey_4C_t0_altChr5,0,chrX,600001,610000,chrX:600001-610000,364,0.0012886324211420681
non_filtered,joey_4C_t0_altChr5,0,chrX,630001,640000,chrX:630001-640000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrX,660001,670000,chrX:660001-670000,1137,0.004025206216589372
non_filtered,joey_4C_t0_altChr5,0,chrX,670001,680000,chrX:670001-680000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrX,690001,700000,chrX:690001-700000,1567,0.0055474917690374196
non_filtered,joey_4C_t0_altChr5,0,chrX,700001,710000,chrX:700001-710000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrXI,30001,40000,chrXI:30001-40000,1,3.540198959181506e-06
non_filtered,joey_4C_t0_altChr5,0,chrXI,50001,60000,chrXI:50001-60000,1257,0.004450030091691153
non_filtered,joey_4C_t0_altChr5,0,chrXI,60001,70000,chrXI:60001-70000,6,2.1241193755089035e-05
non_filtered,joey_4C_t0_altChr5,0,chrXI,70001,80000,chrXI:70001-80000,18,6.37235812652671e-05
non_filtered,joey_4C_t0_altChr5,0,chrXI,90001,100000,chrXI:90001-100000,708,0.0025064608631005063
non_filtered,joey_4C_t0_altChr5,0,chrXI,130001,140000,chrXI:130001-140000,8,2.832159167345205e-05
non_filtered,joey_4C_t0_altChr5,0,chrXI,160001,170000,chrXI:160001-170000,1459,0.0051651502814458175
non_filtered,joey_4C_t0_altChr5,0,chrXI,170001,180000,chrXI:170001-180000,5,1.770099479590753e-05
non_filtered,joey_4C_t0_altChr5,0,chrXI,200001,210000,chrXI:200001-210000,642,0.002272807731794527
