filter_state,sample,time_point,chrom,bin_start,bin_end,bin_id,count,freq
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,140001,150000,chrIV:140001-150000,1331,0.007324737360563086
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,150001,160000,chrIV:150001-160000,355,0.00195363017505627
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,180001,190000,chrIV:180001-190000,367,0.002019668378156764
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,260001,270000,chrIV:260001-270000,395,0.002173757518724582
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,280001,290000,chrIV:280001-290000,283,0.0015574009564533083
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,290001,300000,chrIV:290001-300000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,340001,350000,chrIV:340001-350000,77,0.0004237451365615008
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,390001,400000,chrIV:390001-400000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,400001,410000,chrIV:400001-410000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,440001,450000,chrIV:440001-450000,3777,0.020785524425880372
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,460001,470000,chrIV:460001-470000,54,0.00029717191395222135
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,510001,520000,chrIV:510001-520000,169,0.0009300380269986187
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,570001,580000,chrIV:570001-580000,234,0.0012877449604596258
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,640001,650000,chrIV:640001-650000,480,0.0026415281240197456
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,680001,690000,chrIV:680001-690000,1616,0.00889314468419981
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,700001,710000,chrIV:700001-710000,4147,0.02282170235481226
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,750001,760000,chrIV:750001-760000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,800001,810000,chrIV:800001-810000,356,0.0019591333586479777
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,850001,860000,chrIV:850001-860000,3,1.650955077512341e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,870001,880000,chrIV:870001-880000,616,0.0033899610924920066
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,880001,890000,chrIV:880001-890000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,950001,960000,chrIV:950001-960000,8,4.4025468733662425e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,960001,970000,chrIV:960001-970000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,980001,990000,chrIV:980001-990000,247,0.0013592863471518274
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,990001,1000000,chrIV:990001-1000000,110,0.0006053501950878584
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,1020001,1030000,chrIV:1020001-1030000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,1100001,1110000,chrIV:1100001-1110000,95,0.0005228024412122413
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,1110001,1120000,chrIV:1110001-1120000,416,0.002289324374150446
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,1140001,1150000,chrIV:1140001-1150000,1080,0.005943438279044427
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,1210001,1220000,chrIV:1210001-1220000,18,9.905730465074045e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,1240001,1250000,chrIV:1240001-1250000,12,6.603820310049364e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,1310001,1320000,chrIV:1310001-1320000,5,2.7515917958539016e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,1330001,1340000,chrIV:1330001-1340000,2,1.1006367183415606e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,1370001,1380000,chrIV:1370001-1380000,2,1.1006367183415606e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,1390001,1400000,chrIV:1390001-1400000,2748,0.015122748510013042
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,1410001,1420000,chrIV:1410001-1420000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,1420001,1430000,chrIV:1420001-1430000,8,4.4025468733662425e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,1480001,1490000,chrIV:1480001-1490000,5,2.7515917958539016e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,1490001,1500000,chrIV:1490001-1500000,609,0.003351438807350052
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,1500001,1510000,chrIV:1500001-1510000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,1510001,1520000,chrIV:1510001-1520000,10,5.503183591707803e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIV,1520001,1530000,chrIV:1520001-1530000,525,0.0028891713856465965
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIX,1,10000,chrIX:1-10000,3,1.650955077512341e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIX,10001,20000,chrIX:10001-20000,13,7.154138669220144e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIX,30001,40000,chrIX:30001-40000,3,1.650955077512341e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIX,120001,130000,chrIX:120001-130000,86,0.00047327378888687105
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIX,150001,160000,chrIX:150001-160000,780,0.004292483201532087
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIX,170001,180000,chrIX:170001-180000,2,1.1006367183415606e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIX,190001,200000,chrIX:190001-200000,5,2.7515917958539016e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIX,200001,210000,chrIX:200001-210000,33,0.0001816050585263575
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIX,210001,220000,chrIX:210001-220000,3,1.650955077512341e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIX,220001,230000,chrIX:220001-230000,62,0.0003411973826858838
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIX,230001,240000,chrIX:230001-240000,84,0.00046226742170345545
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIX,250001,260000,chrIX:250001-260000,215,0.0011831844722171776
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIX,320001,330000,chrIX:320001-330000,2549,0.01402761497526319
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIX,360001,370000,chrIX:360001-370000,521,0.0028671586512797652
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIX,370001,380000,chrIX:370001-380000,32,0.0001761018749346497
q1_q2_filtered,joey_4C_t0_altChr5,0,chrIX,420001,430000,chrIX:420001-430000,2,1.1006367183415606e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVI,1,10000,chrVI:1-10000,92,0.0005062928904371179
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVI,10001,20000,chrVI:10001-20000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVI,30001,40000,chrVI:30001-40000,36,0.0001981146093014809
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVI,50001,60000,chrVI:50001-60000,73,0.0004017324021946696
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVI,100001,110000,chrVI:100001-110000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVI,140001,150000,chrVI:140001-150000,2723,0.014985168920220348
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVI,210001,220000,chrVI:210001-220000,33,0.0001816050585263575
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVI,260001,270000,chrVI:260001-270000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,1,10000,chrVII:1-10000,98,0.0005393119919873646
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,40001,50000,chrVII:40001-50000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,80001,90000,chrVII:80001-90000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,130001,140000,chrVII:130001-140000,299,0.001645451893920633
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,180001,190000,chrVII:180001-190000,22,0.00012107003901757166
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,200001,210000,chrVII:200001-210000,1088,0.00598746374777809
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,210001,220000,chrVII:210001-220000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,320001,330000,chrVII:320001-330000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,360001,370000,chrVII:360001-370000,13,7.154138669220144e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,380001,390000,chrVII:380001-390000,678,0.0037311584751778906
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,400001,410000,chrVII:400001-410000,2,1.1006367183415606e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,450001,460000,chrVII:450001-460000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,460001,470000,chrVII:460001-470000,123,0.0006768915817800598
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,500001,510000,chrVII:500001-510000,300,0.001650955077512341
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,530001,540000,chrVII:530001-540000,2,1.1006367183415606e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,540001,550000,chrVII:540001-550000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,560001,570000,chrVII:560001-570000,1066,0.005866393708760518
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,570001,580000,chrVII:570001-580000,451,0.002481935799860219
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,580001,590000,chrVII:580001-590000,6,3.301910155024682e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,620001,630000,chrVII:620001-630000,4,2.2012734366831213e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,640001,650000,chrVII:640001-650000,14,7.704457028390924e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,650001,660000,chrVII:650001-660000,2,1.1006367183415606e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,660001,670000,chrVII:660001-670000,174,0.0009575539449571578
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,680001,690000,chrVII:680001-690000,445,0.002448916698309972
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,690001,700000,chrVII:690001-700000,8,4.4025468733662425e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,700001,710000,chrVII:700001-710000,2157,0.011870367007313731
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,710001,720000,chrVII:710001-720000,285,0.001568407323636724
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,730001,740000,chrVII:730001-740000,321,0.0017665219329382048
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,740001,750000,chrVII:740001-750000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,750001,760000,chrVII:750001-760000,1065,0.00586089052516881
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,760001,770000,chrVII:760001-770000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,770001,780000,chrVII:770001-780000,1425,0.007842036618183619
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,780001,790000,chrVII:780001-790000,746,0.004105374959414021
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,790001,800000,chrVII:790001-800000,2191,0.012057475249431796
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,800001,810000,chrVII:800001-810000,217,0.0011941908394005932
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,810001,820000,chrVII:810001-820000,2802,0.015419920423965264
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,820001,830000,chrVII:820001-830000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,830001,840000,chrVII:830001-840000,14621,0.08046204729435978
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,840001,850000,chrVII:840001-850000,1653,0.009096762477092998
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,850001,860000,chrVII:850001-860000,184,0.0010125857808742358
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,860001,870000,chrVII:860001-870000,6,3.301910155024682e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,880001,890000,chrVII:880001-890000,282,0.0015518977728616005
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,890001,900000,chrVII:890001-900000,18,9.905730465074045e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,940001,950000,chrVII:940001-950000,912,0.005018903435637516
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,980001,990000,chrVII:980001-990000,45,0.0002476432616268511
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,1010001,1020000,chrVII:1010001-1020000,58,0.00031918464831905255
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,1030001,1040000,chrVII:1030001-1040000,2,1.1006367183415606e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,1070001,1080000,chrVII:1070001-1080000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVII,1080001,1090000,chrVII:1080001-1090000,383,0.0021077193156240886
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVIII,1,10000,chrVIII:1-10000,259,0.0014253245502523209
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVIII,50001,60000,chrVIII:50001-60000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVIII,90001,100000,chrVIII:90001-100000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVIII,100001,110000,chrVIII:100001-110000,675,0.003714648924402767
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVIII,210001,220000,chrVIII:210001-220000,5285,0.02908432528217574
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVIII,220001,230000,chrVIII:220001-230000,1241,0.006829450837309383
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVIII,230001,240000,chrVIII:230001-240000,972,0.005349094451139984
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVIII,270001,280000,chrVIII:270001-280000,1704,0.009377424840270097
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVIII,290001,300000,chrVIII:290001-300000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVIII,310001,320000,chrVIII:310001-320000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVIII,330001,340000,chrVIII:330001-340000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVIII,340001,350000,chrVIII:340001-350000,3557,0.019574824035704656
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVIII,360001,370000,chrVIII:360001-370000,405,0.0022287893546416603
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVIII,450001,460000,chrVIII:450001-460000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVIII,480001,490000,chrVIII:480001-490000,175,0.0009630571285488655
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVIII,530001,540000,chrVIII:530001-540000,32,0.0001761018749346497
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVIII,540001,550000,chrVIII:540001-550000,106,0.0005833374607210272
q1_q2_filtered,joey_4C_t0_altChr5,0,chrVIII,550001,560000,chrVIII:550001-560000,18,9.905730465074045e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,1,10000,chrV_minusURA3_minusILV1:1-10000,52,0.00028616554676880575
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,60001,70000,chrV_minusURA3_minusILV1:60001-70000,2792,0.015364888588048187
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,110001,120000,chrV_minusURA3_minusILV1:110001-120000,3505,0.01928865848893585
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,160001,170000,chrV_minusURA3_minusILV1:160001-170000,34,0.0001871082421180653
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,170001,180000,chrV_minusURA3_minusILV1:170001-180000,265,0.0014583436518025678
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,200001,210000,chrV_minusURA3_minusILV1:200001-210000,616,0.0033899610924920066
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,210001,220000,chrV_minusURA3_minusILV1:210001-220000,204,0.001122649452708392
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,240001,250000,chrV_minusURA3_minusILV1:240001-250000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,290001,300000,chrV_minusURA3_minusILV1:290001-300000,2613,0.01437981872513249
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,300001,310000,chrV_minusURA3_minusILV1:300001-310000,287,0.0015794136908201394
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,310001,320000,chrV_minusURA3_minusILV1:310001-320000,5,2.7515917958539016e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,320001,330000,chrV_minusURA3_minusILV1:320001-330000,2,1.1006367183415606e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,340001,350000,chrV_minusURA3_minusILV1:340001-350000,95,0.0005228024412122413
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,350001,360000,chrV_minusURA3_minusILV1:350001-360000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,430001,440000,chrV_minusURA3_minusILV1:430001-440000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,440001,450000,chrV_minusURA3_minusILV1:440001-450000,135,0.0007429297848805534
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,450001,460000,chrV_minusURA3_minusILV1:450001-460000,573,0.003153324198048571
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,500001,510000,chrV_minusURA3_minusILV1:500001-510000,15,8.254775387561705e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,520001,530000,chrV_minusURA3_minusILV1:520001-530000,1372,0.0075503678878231055
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,530001,540000,chrV_minusURA3_minusILV1:530001-540000,321,0.0017665219329382048
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,540001,550000,chrV_minusURA3_minusILV1:540001-550000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrV_minusURA3_minusILV1,560001,570000,chrV_minusURA3_minusILV1:560001-570000,209,0.0011501653706669308
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,1,10000,chrX:1-10000,2,1.1006367183415606e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,10001,20000,chrX:10001-20000,18,9.905730465074045e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,50001,60000,chrX:50001-60000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,110001,120000,chrX:110001-120000,146,0.0008034648043893393
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,130001,140000,chrX:130001-140000,3,1.650955077512341e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,140001,150000,chrX:140001-150000,2,1.1006367183415606e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,150001,160000,chrX:150001-160000,1334,0.007341246911338209
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,190001,200000,chrX:190001-200000,2,1.1006367183415606e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,230001,240000,chrX:230001-240000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,340001,350000,chrX:340001-350000,236,0.0012987513276430415
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,380001,390000,chrX:380001-390000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,390001,400000,chrX:390001-400000,1,5.503183591707803e-06
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,460001,470000,chrX:460001-470000,126,0.0006934011325551831
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,470001,480000,chrX:470001-480000,109,0.0005998470114961505
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,570001,580000,chrX:570001-580000,1431,0.007875055719733867
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,580001,590000,chrX:580001-590000,3,1.650955077512341e-05
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,600001,610000,chrX:600001-610000,356,0.0019591333586479777
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,660001,670000,chrX:660001-670000,1118,0.0061525592555293235
q1_q2_filtered,joey_4C_t0_altChr5,0,chrX,670001,680000,chrX:670001-680000,1,5.503183591707803e-06
