batch,DSB2_loci,time_point,replicate,alignment_name,cis_trans,DSB,combo,allele,count
4,7,0,2,TRANS_C_to_B_Chr4_L06_2,TRANS,TRANS,C_to_B,Chr4_L06_2,57
4,7,0,2,TRANS_C_to_B_Chr4_L10_2,TRANS,TRANS,C_to_B,Chr4_L10_2,163
4,7,0,2,TRANS_C_to_B_Chr4_L12_2,TRANS,TRANS,C_to_B,Chr4_L12_2,69
4,7,0,2,TRANS_C_to_B_Chr4_L13,TRANS,TRANS,C_to_B,Chr4_L13,39
4,7,0,2,TRANS_C_to_B_Chr4_L15_2,TRANS,TRANS,C_to_B,Chr4_L15_2,27
4,7,0,2,TRANS_C_to_B_Chr7_990K,TRANS,TRANS,C_to_B,Chr7_990K,53
4,7,0,2,TRANS_C_to_B_Chr7_L03,TRANS,TRANS,C_to_B,Chr7_L03,8
4,7,0,2,TRANS_C_to_B_Chr7_L06,TRANS,TRANS,C_to_B,Chr7_L06,31
4,7,0,2,TRANS_C_to_B_Chr7_L09,TRANS,TRANS,C_to_B,Chr7_L09,12
4,7,0,2,TRANS_C_to_B_UNCUTTABLE,TRANS,TRANS,C_to_B,UNCUTTABLE,39
