batch,DSB2_loci,time_point,replicate,alignment_name,cis_trans,DSB,combo,allele,count
8,chr15,0,1,CIS_A_to_B_DSB1_Chr7_L03,CIS,DSB1,A_to_B,Chr7_L03,6351
8,chr15,0,1,CIS_A_to_B_DSB1_Chr7_L06,CIS,DSB1,A_to_B,Chr7_L06,9969
8,chr15,0,1,CIS_A_to_B_DSB1_Chr7_L09,CIS,DSB1,A_to_B,Chr7_L09,7128
8,chr15,0,1,CIS_A_to_B_DSB1_UNCUTTABLE,CIS,DSB1,A_to_B,UNCUTTABLE,17609
8,chr15,0,1,CIS_C_to_D_DSB2_Chr15,CIS,DSB2,C_to_D,Chr15,213677
8,chr15,0,1,CIS_C_to_D_DSB2_UNCUTTABLE,CIS,DSB2,C_to_D,UNCUTTABLE,4936
8,chr15,0,1,TRANS_A_to_D_Chr12_L01,TRANS,TRANS,A_to_D,Chr12_L01,155
8,chr15,0,1,TRANS_A_to_D_Chr12_L05,TRANS,TRANS,A_to_D,Chr12_L05,177
8,chr15,0,1,TRANS_A_to_D_Chr12_L07,TRANS,TRANS,A_to_D,Chr12_L07,595
8,chr15,0,1,TRANS_A_to_D_Chr12_L12,TRANS,TRANS,A_to_D,Chr12_L12,3461
8,chr15,0,1,TRANS_A_to_D_Chr15_L01,TRANS,TRANS,A_to_D,Chr15_L01,664
8,chr15,0,1,TRANS_A_to_D_Chr15_L04,TRANS,TRANS,A_to_D,Chr15_L04,2
8,chr15,0,1,TRANS_A_to_D_Chr15_L15,TRANS,TRANS,A_to_D,Chr15_L15,229
8,chr15,0,1,TRANS_A_to_D_Chr15_L17_2,TRANS,TRANS,A_to_D,Chr15_L17_2,210
8,chr15,0,1,TRANS_A_to_D_Chr15_L18,TRANS,TRANS,A_to_D,Chr15_L18,1
8,chr15,0,1,TRANS_A_to_D_Chr3_L02,TRANS,TRANS,A_to_D,Chr3_L02,1249
8,chr15,0,1,TRANS_A_to_D_Chr3_L03,TRANS,TRANS,A_to_D,Chr3_L03,291
8,chr15,0,1,TRANS_A_to_D_Chr3_L04,TRANS,TRANS,A_to_D,Chr3_L04,1630
8,chr15,0,1,TRANS_A_to_D_Chr4_L01,TRANS,TRANS,A_to_D,Chr4_L01,193
8,chr15,0,1,TRANS_A_to_D_Chr4_L03,TRANS,TRANS,A_to_D,Chr4_L03,339
8,chr15,0,1,TRANS_A_to_D_Chr4_L06_2,TRANS,TRANS,A_to_D,Chr4_L06_2,275
8,chr15,0,1,TRANS_A_to_D_Chr4_L10_2,TRANS,TRANS,A_to_D,Chr4_L10_2,241
8,chr15,0,1,TRANS_A_to_D_Chr4_L12_2,TRANS,TRANS,A_to_D,Chr4_L12_2,244
8,chr15,0,1,TRANS_A_to_D_Chr4_L13,TRANS,TRANS,A_to_D,Chr4_L13,842
8,chr15,0,1,TRANS_A_to_D_Chr4_L15_2,TRANS,TRANS,A_to_D,Chr4_L15_2,190
8,chr15,0,1,TRANS_A_to_D_Chr7_990K,TRANS,TRANS,A_to_D,Chr7_990K,92
8,chr15,0,1,TRANS_A_to_D_Chr7_L03,TRANS,TRANS,A_to_D,Chr7_L03,597
8,chr15,0,1,TRANS_A_to_D_Chr7_L06,TRANS,TRANS,A_to_D,Chr7_L06,240
8,chr15,0,1,TRANS_A_to_D_Chr7_L09,TRANS,TRANS,A_to_D,Chr7_L09,681
8,chr15,0,1,TRANS_A_to_D_UNCUTTABLE,TRANS,TRANS,A_to_D,UNCUTTABLE,1459
8,chr15,0,1,TRANS_C_to_B_Chr12_L01,TRANS,TRANS,C_to_B,Chr12_L01,9
8,chr15,0,1,TRANS_C_to_B_Chr12_L05,TRANS,TRANS,C_to_B,Chr12_L05,1
8,chr15,0,1,TRANS_C_to_B_Chr12_L07,TRANS,TRANS,C_to_B,Chr12_L07,5
8,chr15,0,1,TRANS_C_to_B_Chr12_L12,TRANS,TRANS,C_to_B,Chr12_L12,38
8,chr15,0,1,TRANS_C_to_B_Chr15_L01,TRANS,TRANS,C_to_B,Chr15_L01,16
8,chr15,0,1,TRANS_C_to_B_Chr15_L04,TRANS,TRANS,C_to_B,Chr15_L04,2
8,chr15,0,1,TRANS_C_to_B_Chr15_L15,TRANS,TRANS,C_to_B,Chr15_L15,100
8,chr15,0,1,TRANS_C_to_B_Chr15_L17_2,TRANS,TRANS,C_to_B,Chr15_L17_2,2
8,chr15,0,1,TRANS_C_to_B_Chr15_L18,TRANS,TRANS,C_to_B,Chr15_L18,3
8,chr15,0,1,TRANS_C_to_B_Chr3_L02,TRANS,TRANS,C_to_B,Chr3_L02,52
8,chr15,0,1,TRANS_C_to_B_Chr3_L03,TRANS,TRANS,C_to_B,Chr3_L03,5
8,chr15,0,1,TRANS_C_to_B_Chr3_L04,TRANS,TRANS,C_to_B,Chr3_L04,12
8,chr15,0,1,TRANS_C_to_B_Chr4_L01,TRANS,TRANS,C_to_B,Chr4_L01,14
8,chr15,0,1,TRANS_C_to_B_Chr4_L03,TRANS,TRANS,C_to_B,Chr4_L03,28
8,chr15,0,1,TRANS_C_to_B_Chr4_L06_2,TRANS,TRANS,C_to_B,Chr4_L06_2,5
8,chr15,0,1,TRANS_C_to_B_Chr4_L10_2,TRANS,TRANS,C_to_B,Chr4_L10_2,27
8,chr15,0,1,TRANS_C_to_B_Chr4_L12_2,TRANS,TRANS,C_to_B,Chr4_L12_2,5
8,chr15,0,1,TRANS_C_to_B_Chr4_L13,TRANS,TRANS,C_to_B,Chr4_L13,2
8,chr15,0,1,TRANS_C_to_B_Chr4_L15_2,TRANS,TRANS,C_to_B,Chr4_L15_2,5
8,chr15,0,1,TRANS_C_to_B_Chr7_990K,TRANS,TRANS,C_to_B,Chr7_990K,20
8,chr15,0,1,TRANS_C_to_B_Chr7_L03,TRANS,TRANS,C_to_B,Chr7_L03,6
8,chr15,0,1,TRANS_C_to_B_Chr7_L06,TRANS,TRANS,C_to_B,Chr7_L06,74
8,chr15,0,1,TRANS_C_to_B_Chr7_L09,TRANS,TRANS,C_to_B,Chr7_L09,6
8,chr15,0,1,TRANS_C_to_B_UNCUTTABLE,TRANS,TRANS,C_to_B,UNCUTTABLE,21
