batch,DSB2_loci,time_point,replicate,alignment_name,cis_trans,DSB,combo,allele,count
4,chr7,0,1,CIS_A_to_B_DSB1_UNCUTTABLE,CIS,DSB1,A_to_B,UNCUTTABLE,28178
4,chr7,0,1,CIS_C_to_D_DSB2_Chr7,CIS,DSB2,C_to_D,Chr7,449843
4,chr7,0,1,CIS_C_to_D_DSB2_UNCUTTABLE,CIS,DSB2,C_to_D,UNCUTTABLE,8847
4,chr7,0,1,TRANS_A_to_D_Chr12_L01,TRANS,TRANS,A_to_D,Chr12_L01,128
4,chr7,0,1,TRANS_A_to_D_Chr12_L05,TRANS,TRANS,A_to_D,Chr12_L05,95
4,chr7,0,1,TRANS_A_to_D_Chr12_L07,TRANS,TRANS,A_to_D,Chr12_L07,61
4,chr7,0,1,TRANS_A_to_D_Chr12_L12,TRANS,TRANS,A_to_D,Chr12_L12,81
4,chr7,0,1,TRANS_A_to_D_Chr15_L01,TRANS,TRANS,A_to_D,Chr15_L01,64
4,chr7,0,1,TRANS_A_to_D_Chr15_L04,TRANS,TRANS,A_to_D,Chr15_L04,2
4,chr7,0,1,TRANS_A_to_D_Chr15_L15,TRANS,TRANS,A_to_D,Chr15_L15,24
4,chr7,0,1,TRANS_A_to_D_Chr15_L17_2,TRANS,TRANS,A_to_D,Chr15_L17_2,51
4,chr7,0,1,TRANS_A_to_D_Chr15_L18,TRANS,TRANS,A_to_D,Chr15_L18,69
4,chr7,0,1,TRANS_A_to_D_Chr3_L02,TRANS,TRANS,A_to_D,Chr3_L02,256
4,chr7,0,1,TRANS_A_to_D_Chr3_L03,TRANS,TRANS,A_to_D,Chr3_L03,2
4,chr7,0,1,TRANS_A_to_D_Chr3_L04,TRANS,TRANS,A_to_D,Chr3_L04,161
4,chr7,0,1,TRANS_A_to_D_Chr4_L01,TRANS,TRANS,A_to_D,Chr4_L01,111
4,chr7,0,1,TRANS_A_to_D_Chr4_L03,TRANS,TRANS,A_to_D,Chr4_L03,647
4,chr7,0,1,TRANS_A_to_D_Chr4_L06_2,TRANS,TRANS,A_to_D,Chr4_L06_2,91
4,chr7,0,1,TRANS_A_to_D_Chr4_L10_2,TRANS,TRANS,A_to_D,Chr4_L10_2,326
4,chr7,0,1,TRANS_A_to_D_Chr4_L12_2,TRANS,TRANS,A_to_D,Chr4_L12_2,384
4,chr7,0,1,TRANS_A_to_D_Chr4_L13,TRANS,TRANS,A_to_D,Chr4_L13,52
4,chr7,0,1,TRANS_A_to_D_Chr4_L15_2,TRANS,TRANS,A_to_D,Chr4_L15_2,73
4,chr7,0,1,TRANS_A_to_D_Chr7_990K,TRANS,TRANS,A_to_D,Chr7_990K,38
4,chr7,0,1,TRANS_A_to_D_Chr7_L03,TRANS,TRANS,A_to_D,Chr7_L03,142
4,chr7,0,1,TRANS_A_to_D_Chr7_L06,TRANS,TRANS,A_to_D,Chr7_L06,95
4,chr7,0,1,TRANS_A_to_D_Chr7_L09,TRANS,TRANS,A_to_D,Chr7_L09,38
4,chr7,0,1,TRANS_A_to_D_UNCUTTABLE,TRANS,TRANS,A_to_D,UNCUTTABLE,70
4,chr7,0,1,TRANS_C_to_B_Chr12_L01,TRANS,TRANS,C_to_B,Chr12_L01,10
4,chr7,0,1,TRANS_C_to_B_Chr12_L05,TRANS,TRANS,C_to_B,Chr12_L05,26
4,chr7,0,1,TRANS_C_to_B_Chr12_L07,TRANS,TRANS,C_to_B,Chr12_L07,10
4,chr7,0,1,TRANS_C_to_B_Chr12_L12,TRANS,TRANS,C_to_B,Chr12_L12,176
4,chr7,0,1,TRANS_C_to_B_Chr15_L01,TRANS,TRANS,C_to_B,Chr15_L01,23
4,chr7,0,1,TRANS_C_to_B_Chr15_L04,TRANS,TRANS,C_to_B,Chr15_L04,1
4,chr7,0,1,TRANS_C_to_B_Chr15_L15,TRANS,TRANS,C_to_B,Chr15_L15,5
4,chr7,0,1,TRANS_C_to_B_Chr15_L17_2,TRANS,TRANS,C_to_B,Chr15_L17_2,0
4,chr7,0,1,TRANS_C_to_B_Chr15_L18,TRANS,TRANS,C_to_B,Chr15_L18,0
4,chr7,0,1,TRANS_C_to_B_Chr3_L02,TRANS,TRANS,C_to_B,Chr3_L02,10
4,chr7,0,1,TRANS_C_to_B_Chr3_L03,TRANS,TRANS,C_to_B,Chr3_L03,1
4,chr7,0,1,TRANS_C_to_B_Chr3_L04,TRANS,TRANS,C_to_B,Chr3_L04,36
4,chr7,0,1,TRANS_C_to_B_Chr3_L18,TRANS,TRANS,C_to_B,Chr3_L18,2
4,chr7,0,1,TRANS_C_to_B_Chr4_L01,TRANS,TRANS,C_to_B,Chr4_L01,19
4,chr7,0,1,TRANS_C_to_B_Chr4_L03,TRANS,TRANS,C_to_B,Chr4_L03,17
4,chr7,0,1,TRANS_C_to_B_Chr4_L06_2,TRANS,TRANS,C_to_B,Chr4_L06_2,90
4,chr7,0,1,TRANS_C_to_B_Chr4_L10_2,TRANS,TRANS,C_to_B,Chr4_L10_2,26
4,chr7,0,1,TRANS_C_to_B_Chr4_L12_2,TRANS,TRANS,C_to_B,Chr4_L12_2,89
4,chr7,0,1,TRANS_C_to_B_Chr4_L13,TRANS,TRANS,C_to_B,Chr4_L13,6
4,chr7,0,1,TRANS_C_to_B_Chr4_L15_2,TRANS,TRANS,C_to_B,Chr4_L15_2,6
4,chr7,0,1,TRANS_C_to_B_Chr7_990K,TRANS,TRANS,C_to_B,Chr7_990K,41
4,chr7,0,1,TRANS_C_to_B_Chr7_L03,TRANS,TRANS,C_to_B,Chr7_L03,8
4,chr7,0,1,TRANS_C_to_B_Chr7_L06,TRANS,TRANS,C_to_B,Chr7_L06,23
4,chr7,0,1,TRANS_C_to_B_Chr7_L09,TRANS,TRANS,C_to_B,Chr7_L09,7
4,chr7,0,1,TRANS_C_to_B_Chr7_L17_2,TRANS,TRANS,C_to_B,Chr7_L17_2,16
4,chr7,0,1,TRANS_C_to_B_UNCUTTABLE,TRANS,TRANS,C_to_B,UNCUTTABLE,45
