batch,DSB2_loci,time_point,replicate,alignment_name,cis_trans,DSB,combo,allele,count
4,7,120,2,TRANS_A_to_D_Chr15_L17_2,TRANS,TRANS,A_to_D,Chr15_L17_2,468
4,7,120,2,TRANS_A_to_D_Chr15_L18,TRANS,TRANS,A_to_D,Chr15_L18,30
4,7,120,2,TRANS_A_to_D_Chr3_L02,TRANS,TRANS,A_to_D,Chr3_L02,1319
4,7,120,2,TRANS_A_to_D_Chr3_L03,TRANS,TRANS,A_to_D,Chr3_L03,154
4,7,120,2,TRANS_A_to_D_Chr3_L04,TRANS,TRANS,A_to_D,Chr3_L04,2870
4,7,120,2,TRANS_A_to_D_Chr4_L01,TRANS,TRANS,A_to_D,Chr4_L01,525
4,7,120,2,TRANS_A_to_D_Chr4_L03,TRANS,TRANS,A_to_D,Chr4_L03,360
4,7,120,2,TRANS_A_to_D_Chr4_L06_2,TRANS,TRANS,A_to_D,Chr4_L06_2,570
4,7,120,2,TRANS_A_to_D_Chr4_L10_2,TRANS,TRANS,A_to_D,Chr4_L10_2,223
4,7,120,2,TRANS_A_to_D_Chr4_L12_2,TRANS,TRANS,A_to_D,Chr4_L12_2,106
4,7,120,2,TRANS_A_to_D_Chr4_L13,TRANS,TRANS,A_to_D,Chr4_L13,388
4,7,120,2,TRANS_A_to_D_Chr4_L15_2,TRANS,TRANS,A_to_D,Chr4_L15_2,200
4,7,120,2,TRANS_A_to_D_Chr7_990K,TRANS,TRANS,A_to_D,Chr7_990K,312
4,7,120,2,TRANS_A_to_D_Chr7_L03,TRANS,TRANS,A_to_D,Chr7_L03,315
4,7,120,2,TRANS_A_to_D_Chr7_L06,TRANS,TRANS,A_to_D,Chr7_L06,61
4,7,120,2,TRANS_A_to_D_Chr7_L09,TRANS,TRANS,A_to_D,Chr7_L09,669
4,7,120,2,TRANS_A_to_D_UNCUTTABLE,TRANS,TRANS,A_to_D,UNCUTTABLE,719
4,7,120,2,TRANS_C_to_B_Chr12_L01,TRANS,TRANS,C_to_B,Chr12_L01,17
4,7,120,2,TRANS_C_to_B_Chr12_L05,TRANS,TRANS,C_to_B,Chr12_L05,26
4,7,120,2,TRANS_C_to_B_Chr12_L07,TRANS,TRANS,C_to_B,Chr12_L07,14
4,7,120,2,TRANS_C_to_B_Chr12_L12,TRANS,TRANS,C_to_B,Chr12_L12,24
4,7,120,2,TRANS_C_to_B_Chr15_L01,TRANS,TRANS,C_to_B,Chr15_L01,36
4,7,120,2,TRANS_C_to_B_Chr15_L04,TRANS,TRANS,C_to_B,Chr15_L04,1
4,7,120,2,TRANS_C_to_B_Chr15_L15,TRANS,TRANS,C_to_B,Chr15_L15,80
4,7,120,2,TRANS_C_to_B_Chr15_L17_2,TRANS,TRANS,C_to_B,Chr15_L17_2,11
4,7,120,2,TRANS_C_to_B_Chr15_L18,TRANS,TRANS,C_to_B,Chr15_L18,2
4,7,120,2,TRANS_C_to_B_Chr3_L02,TRANS,TRANS,C_to_B,Chr3_L02,29
4,7,120,2,TRANS_C_to_B_Chr3_L03,TRANS,TRANS,C_to_B,Chr3_L03,7
4,7,120,2,TRANS_C_to_B_Chr3_L04,TRANS,TRANS,C_to_B,Chr3_L04,26
4,7,120,2,TRANS_C_to_B_Chr4_L01,TRANS,TRANS,C_to_B,Chr4_L01,14
4,7,120,2,TRANS_C_to_B_Chr4_L03,TRANS,TRANS,C_to_B,Chr4_L03,81
4,7,120,2,TRANS_C_to_B_Chr4_L06_2,TRANS,TRANS,C_to_B,Chr4_L06_2,27
4,7,120,2,TRANS_C_to_B_Chr4_L10_2,TRANS,TRANS,C_to_B,Chr4_L10_2,50
4,7,120,2,TRANS_C_to_B_Chr4_L12_2,TRANS,TRANS,C_to_B,Chr4_L12_2,39
4,7,120,2,TRANS_C_to_B_Chr4_L13,TRANS,TRANS,C_to_B,Chr4_L13,13
4,7,120,2,TRANS_C_to_B_Chr4_L15_2,TRANS,TRANS,C_to_B,Chr4_L15_2,36
4,7,120,2,TRANS_C_to_B_Chr7_990K,TRANS,TRANS,C_to_B,Chr7_990K,38
4,7,120,2,TRANS_C_to_B_Chr7_L03,TRANS,TRANS,C_to_B,Chr7_L03,4
4,7,120,2,TRANS_C_to_B_Chr7_L06,TRANS,TRANS,C_to_B,Chr7_L06,22
4,7,120,2,TRANS_C_to_B_Chr7_L09,TRANS,TRANS,C_to_B,Chr7_L09,2
4,7,120,2,TRANS_C_to_B_UNCUTTABLE,TRANS,TRANS,C_to_B,UNCUTTABLE,10
