batch,DSB2_loci,time_point,replicate,alignment_name,cis_trans,DSB,combo,allele,count
6,chr4,0,1,TRANS_C_to_B_Chr3_L04,TRANS,TRANS,C_to_B,Chr3_L04,36
6,chr4,0,1,TRANS_C_to_B_Chr4_L01,TRANS,TRANS,C_to_B,Chr4_L01,6
6,chr4,0,1,TRANS_C_to_B_Chr4_L03,TRANS,TRANS,C_to_B,Chr4_L03,16
6,chr4,0,1,TRANS_C_to_B_Chr4_L06_2,TRANS,TRANS,C_to_B,Chr4_L06_2,5
6,chr4,0,1,TRANS_C_to_B_Chr4_L10_2,TRANS,TRANS,C_to_B,Chr4_L10_2,8
6,chr4,0,1,TRANS_C_to_B_Chr4_L12_2,TRANS,TRANS,C_to_B,Chr4_L12_2,19
6,chr4,0,1,TRANS_C_to_B_Chr4_L13,TRANS,TRANS,C_to_B,Chr4_L13,2
6,chr4,0,1,TRANS_C_to_B_Chr4_L15_2,TRANS,TRANS,C_to_B,Chr4_L15_2,40
6,chr4,0,1,TRANS_C_to_B_Chr7_990K,TRANS,TRANS,C_to_B,Chr7_990K,10
6,chr4,0,1,TRANS_C_to_B_Chr7_L03,TRANS,TRANS,C_to_B,Chr7_L03,5
6,chr4,0,1,TRANS_C_to_B_Chr7_L06,TRANS,TRANS,C_to_B,Chr7_L06,11
6,chr4,0,1,TRANS_C_to_B_Chr7_L09,TRANS,TRANS,C_to_B,Chr7_L09,2
6,chr4,0,1,TRANS_C_to_B_UNCUTTABLE,TRANS,TRANS,C_to_B,UNCUTTABLE,11
